MonthlyPeakPurchasedPower_index_1,MonthlyPeakPurchasedPower_index_2,MonthlyPeakPurchasedPower
2035,203809,10.457597672272476
2035,203810,10.457597672272476
2035,203811,10.457597672272476
2035,203812,10.457597672272476
2035,203901,10.08
2035,203902,10.457597672272476
2035,203903,10.42056
2035,203904,10.457597672272476
2035,203905,10.457597672272476
2035,203906,7.45955994558939
2035,203907,7.629479945589392
2035,203908,4.544279945589393
2035,203909,5.092199945589394
2035,203910,5.418359945589392
2035,203911,5.4817199455893935
2035,203912,3.6363599455893922
