GEN_BLD_YRS_1,GEN_BLD_YRS_2,BuildGen
Rooftop_PV-0,2012,0.3
Battery_Storage,2020,0.35020709999999866
Battery_Storage,2025,0.061054373076920854
Battery_Storage,2030,0.4831589019230469
Battery_Storage,2035,0.04392337139385649
Cogen_Power_Plant,2025,0.0
Cogen_Power_Plant,2030,5.5803214780654935
Cogen_Power_Plant,2035,2.361912070505241
