PERIOD,SystemCostPerPeriod_NPV,SystemCostPerPeriod_Real,EnergyCostReal_per_MWh,SystemDemand_MWh
2020,99258674.89406203,21479732.287776135,36.87390823524136,582518.461312636
2025,108312267.46393315,25878487.96474783,44.42518080274012,582518.461312636
2030,114581719.13143505,30225774.831134558,51.88809769740923,582518.461312636
2035,126119604.639013,36732083.95399164,63.05737310233955,582518.461312636
