timepoint_id,purchase_power_price
1,119.347
2,119.347
3,119.347
4,119.347
5,119.347
6,119.347
7,119.347
8,119.347
9,119.347
10,119.347
11,119.347
12,119.347
13,119.347
14,119.347
15,119.347
16,119.347
17,119.347
18,119.347
19,119.347
20,119.347
21,119.347
22,119.347
23,119.347
24,119.347
25,119.347
26,119.347
27,119.347
28,119.347
29,119.347
30,119.347
31,119.347
32,119.347
33,119.347
34,119.347
35,119.347
36,119.347
37,119.347
38,119.347
39,119.347
40,119.347
41,119.347
42,119.347
43,119.347
44,119.347
45,119.347
46,119.347
47,119.347
48,119.347
49,119.347
50,119.347
51,119.347
52,119.347
53,119.347
54,119.347
55,119.347
56,119.347
57,119.347
58,119.347
59,119.347
60,119.347
61,119.347
62,119.347
63,119.347
64,119.347
65,119.347
66,119.347
67,119.347
68,119.347
69,119.347
70,119.347
71,119.347
72,119.347
73,119.347
74,119.347
75,119.347
76,119.347
77,119.347
78,119.347
79,119.347
80,119.347
81,119.347
82,119.347
83,119.347
84,119.347
85,119.347
86,119.347
87,119.347
88,119.347
89,119.347
90,119.347
91,119.347
92,119.347
93,119.347
94,119.347
95,119.347
96,119.347
97,119.347
98,119.347
99,119.347
100,119.347
101,119.347
102,119.347
103,119.347
104,119.347
105,119.347
106,119.347
107,119.347
108,119.347
109,119.347
110,119.347
111,119.347
112,119.347
113,119.347
114,119.347
115,119.347
116,119.347
117,119.347
118,119.347
119,119.347
120,119.347
121,119.347
122,119.347
123,119.347
124,119.347
125,119.347
126,119.347
127,119.347
128,119.347
129,119.347
130,119.347
131,119.347
132,119.347
133,119.347
134,119.347
135,119.347
136,119.347
137,119.347
138,119.347
139,119.347
140,119.347
141,119.347
142,119.347
143,119.347
144,119.347
145,119.347
146,119.347
147,119.347
148,119.347
149,119.347
150,119.347
151,119.347
152,119.347
153,119.347
154,119.347
155,119.347
156,119.347
157,119.347
158,119.347
159,119.347
160,119.347
161,119.347
162,119.347
163,119.347
164,119.347
165,119.347
166,119.347
167,119.347
168,119.347
169,119.347
170,119.347
171,119.347
172,119.347
173,119.347
174,119.347
175,119.347
176,119.347
177,119.347
178,119.347
179,119.347
180,119.347
181,119.347
182,119.347
183,119.347
184,119.347
185,119.347
186,119.347
187,119.347
188,119.347
189,119.347
190,119.347
191,119.347
192,119.347
193,119.347
194,119.347
195,119.347
196,119.347
197,119.347
198,119.347
199,119.347
200,119.347
201,119.347
202,119.347
203,119.347
204,119.347
205,119.347
206,119.347
207,119.347
208,119.347
209,119.347
210,119.347
211,119.347
212,119.347
213,119.347
214,119.347
215,119.347
216,119.347
217,119.347
218,119.347
219,119.347
220,119.347
221,119.347
222,119.347
223,119.347
224,119.347
225,119.347
226,119.347
227,119.347
228,119.347
229,119.347
230,119.347
231,119.347
232,119.347
233,119.347
234,119.347
235,119.347
236,119.347
237,119.347
238,119.347
239,119.347
240,119.347
241,119.347
242,119.347
243,119.347
244,119.347
245,119.347
246,119.347
247,119.347
248,119.347
249,119.347
250,119.347
251,119.347
252,119.347
253,119.347
254,119.347
255,119.347
256,119.347
257,119.347
258,119.347
259,119.347
260,119.347
261,119.347
262,119.347
263,119.347
264,119.347
265,119.347
266,119.347
267,119.347
268,119.347
269,119.347
270,119.347
271,119.347
272,119.347
273,119.347
274,119.347
275,119.347
276,119.347
277,119.347
278,119.347
279,119.347
280,119.347
281,119.347
282,119.347
283,119.347
284,119.347
285,119.347
286,119.347
287,119.347
288,119.347
289,117.9088
290,117.9088
291,117.9088
292,117.9088
293,117.9088
294,117.9088
295,117.9088
296,117.9088
297,117.9088
298,117.9088
299,117.9088
300,117.9088
301,117.9088
302,117.9088
303,117.9088
304,117.9088
305,117.9088
306,117.9088
307,117.9088
308,117.9088
309,117.9088
310,117.9088
311,117.9088
312,117.9088
313,117.9088
314,117.9088
315,117.9088
316,117.9088
317,117.9088
318,117.9088
319,117.9088
320,117.9088
321,117.9088
322,117.9088
323,117.9088
324,117.9088
325,117.9088
326,117.9088
327,117.9088
328,117.9088
329,117.9088
330,117.9088
331,117.9088
332,117.9088
333,117.9088
334,117.9088
335,117.9088
336,117.9088
337,117.9088
338,117.9088
339,117.9088
340,117.9088
341,117.9088
342,117.9088
343,117.9088
344,117.9088
345,117.9088
346,117.9088
347,117.9088
348,117.9088
349,117.9088
350,117.9088
351,117.9088
352,117.9088
353,117.9088
354,117.9088
355,117.9088
356,117.9088
357,117.9088
358,117.9088
359,117.9088
360,117.9088
361,117.9088
362,117.9088
363,117.9088
364,117.9088
365,117.9088
366,117.9088
367,117.9088
368,117.9088
369,117.9088
370,117.9088
371,117.9088
372,117.9088
373,117.9088
374,117.9088
375,117.9088
376,117.9088
377,117.9088
378,117.9088
379,117.9088
380,117.9088
381,117.9088
382,117.9088
383,117.9088
384,117.9088
385,117.9088
386,117.9088
387,117.9088
388,117.9088
389,117.9088
390,117.9088
391,117.9088
392,117.9088
393,117.9088
394,117.9088
395,117.9088
396,117.9088
397,117.9088
398,117.9088
399,117.9088
400,117.9088
401,117.9088
402,117.9088
403,117.9088
404,117.9088
405,117.9088
406,117.9088
407,117.9088
408,117.9088
409,117.9088
410,117.9088
411,117.9088
412,117.9088
413,117.9088
414,117.9088
415,117.9088
416,117.9088
417,117.9088
418,117.9088
419,117.9088
420,117.9088
421,117.9088
422,117.9088
423,117.9088
424,117.9088
425,117.9088
426,117.9088
427,117.9088
428,117.9088
429,117.9088
430,117.9088
431,117.9088
432,117.9088
433,117.9088
434,117.9088
435,117.9088
436,117.9088
437,117.9088
438,117.9088
439,117.9088
440,117.9088
441,117.9088
442,117.9088
443,117.9088
444,117.9088
445,117.9088
446,117.9088
447,117.9088
448,117.9088
449,117.9088
450,117.9088
451,117.9088
452,117.9088
453,117.9088
454,117.9088
455,117.9088
456,117.9088
457,117.9088
458,117.9088
459,117.9088
460,117.9088
461,117.9088
462,117.9088
463,117.9088
464,117.9088
465,117.9088
466,117.9088
467,117.9088
468,117.9088
469,117.9088
470,117.9088
471,117.9088
472,117.9088
473,117.9088
474,117.9088
475,117.9088
476,117.9088
477,117.9088
478,117.9088
479,117.9088
480,117.9088
481,117.9088
482,117.9088
483,117.9088
484,117.9088
485,117.9088
486,117.9088
487,117.9088
488,117.9088
489,117.9088
490,117.9088
491,117.9088
492,117.9088
493,117.9088
494,117.9088
495,117.9088
496,117.9088
497,117.9088
498,117.9088
499,117.9088
500,117.9088
501,117.9088
502,117.9088
503,117.9088
504,117.9088
505,117.9088
506,117.9088
507,117.9088
508,117.9088
509,117.9088
510,117.9088
511,117.9088
512,117.9088
513,117.9088
514,117.9088
515,117.9088
516,117.9088
517,117.9088
518,117.9088
519,117.9088
520,117.9088
521,117.9088
522,117.9088
523,117.9088
524,117.9088
525,117.9088
526,117.9088
527,117.9088
528,117.9088
529,117.9088
530,117.9088
531,117.9088
532,117.9088
533,117.9088
534,117.9088
535,117.9088
536,117.9088
537,117.9088
538,117.9088
539,117.9088
540,117.9088
541,117.9088
542,117.9088
543,117.9088
544,117.9088
545,117.9088
546,117.9088
547,117.9088
548,117.9088
549,117.9088
550,117.9088
551,117.9088
552,117.9088
553,117.9088
554,117.9088
555,117.9088
556,117.9088
557,117.9088
558,117.9088
559,117.9088
560,117.9088
561,117.9088
562,117.9088
563,117.9088
564,117.9088
565,117.9088
566,117.9088
567,117.9088
568,117.9088
569,117.9088
570,117.9088
571,117.9088
572,117.9088
573,117.9088
574,117.9088
575,117.9088
576,117.9088
577,118.7548
578,118.7548
579,118.7548
580,118.7548
581,118.7548
582,118.7548
583,118.7548
584,118.7548
585,118.7548
586,118.7548
587,118.7548
588,118.7548
589,118.7548
590,118.7548
591,118.7548
592,118.7548
593,118.7548
594,118.7548
595,118.7548
596,118.7548
597,118.7548
598,118.7548
599,118.7548
600,118.7548
601,118.7548
602,118.7548
603,118.7548
604,118.7548
605,118.7548
606,118.7548
607,118.7548
608,118.7548
609,118.7548
610,118.7548
611,118.7548
612,118.7548
613,118.7548
614,118.7548
615,118.7548
616,118.7548
617,118.7548
618,118.7548
619,118.7548
620,118.7548
621,118.7548
622,118.7548
623,118.7548
624,118.7548
625,118.7548
626,118.7548
627,118.7548
628,118.7548
629,118.7548
630,118.7548
631,118.7548
632,118.7548
633,118.7548
634,118.7548
635,118.7548
636,118.7548
637,118.7548
638,118.7548
639,118.7548
640,118.7548
641,118.7548
642,118.7548
643,118.7548
644,118.7548
645,118.7548
646,118.7548
647,118.7548
648,118.7548
649,118.7548
650,118.7548
651,118.7548
652,118.7548
653,118.7548
654,118.7548
655,118.7548
656,118.7548
657,118.7548
658,118.7548
659,118.7548
660,118.7548
661,118.7548
662,118.7548
663,118.7548
664,118.7548
665,118.7548
666,118.7548
667,118.7548
668,118.7548
669,118.7548
670,118.7548
671,118.7548
672,118.7548
673,118.7548
674,118.7548
675,118.7548
676,118.7548
677,118.7548
678,118.7548
679,118.7548
680,118.7548
681,118.7548
682,118.7548
683,118.7548
684,118.7548
685,118.7548
686,118.7548
687,118.7548
688,118.7548
689,118.7548
690,118.7548
691,118.7548
692,118.7548
693,118.7548
694,118.7548
695,118.7548
696,118.7548
697,118.7548
698,118.7548
699,118.7548
700,118.7548
701,118.7548
702,118.7548
703,118.7548
704,118.7548
705,118.7548
706,118.7548
707,118.7548
708,118.7548
709,118.7548
710,118.7548
711,118.7548
712,118.7548
713,118.7548
714,118.7548
715,118.7548
716,118.7548
717,118.7548
718,118.7548
719,118.7548
720,118.7548
721,118.7548
722,118.7548
723,118.7548
724,118.7548
725,118.7548
726,118.7548
727,118.7548
728,118.7548
729,118.7548
730,118.7548
731,118.7548
732,118.7548
733,118.7548
734,118.7548
735,118.7548
736,118.7548
737,118.7548
738,118.7548
739,118.7548
740,118.7548
741,118.7548
742,118.7548
743,118.7548
744,118.7548
745,118.7548
746,118.7548
747,118.7548
748,118.7548
749,118.7548
750,118.7548
751,118.7548
752,118.7548
753,118.7548
754,118.7548
755,118.7548
756,118.7548
757,118.7548
758,118.7548
759,118.7548
760,118.7548
761,118.7548
762,118.7548
763,118.7548
764,118.7548
765,118.7548
766,118.7548
767,118.7548
768,118.7548
769,118.7548
770,118.7548
771,118.7548
772,118.7548
773,118.7548
774,118.7548
775,118.7548
776,118.7548
777,118.7548
778,118.7548
779,118.7548
780,118.7548
781,118.7548
782,118.7548
783,118.7548
784,118.7548
785,118.7548
786,118.7548
787,118.7548
788,118.7548
789,118.7548
790,118.7548
791,118.7548
792,118.7548
793,118.7548
794,118.7548
795,118.7548
796,118.7548
797,118.7548
798,118.7548
799,118.7548
800,118.7548
801,118.7548
802,118.7548
803,118.7548
804,118.7548
805,118.7548
806,118.7548
807,118.7548
808,118.7548
