Date,predicted_NG
2019-07-01,31.51266583449976
2019-08-01,31.22375971386024
2019-09-01,30.98029949983817
2019-10-01,30.79526973718141
2019-11-01,30.642701336394246
2019-12-01,30.51934816128973
2020-01-01,30.389502713811307
2020-02-01,30.27913408345463
2020-03-01,30.181749997845806
2020-04-01,30.0161970523108
2020-05-01,29.922059102888934
2020-06-01,29.89933614958021
2020-07-01,29.733783204045206
2020-08-01,29.6428913908103
2020-09-01,29.54550730520148
2020-10-01,29.45461549196657
2020-11-01,29.35398527017079
2020-12-01,29.334508453049022
2021-01-01,29.181940052261854
2021-02-01,29.1040327837748
2021-03-01,29.029371651474694
2021-04-01,28.9547105191746
2021-05-01,28.880049386874493
2021-06-01,28.824865071696173
2021-07-01,28.74046553083518
2021-08-01,28.675542807095965
2021-09-01,28.610620083356746
2021-10-01,28.545697359617527
2021-11-01,28.48077463587831
2021-12-01,28.467790091130468
2022-01-01,28.376898277895567
2022-02-01,28.337944643652037
2022-03-01,28.298991009408503
2022-04-01,28.260037375164977
2022-05-01,28.221083740921443
2022-06-01,28.182130106677924
2022-07-01,28.15291488099527
2022-08-01,28.12369965531262
2022-09-01,28.09448442962997
2022-10-01,28.065269203947324
2022-11-01,28.036053978264675
2022-12-01,28.010084888768983
2023-01-01,28.003592616395068
2023-02-01,27.997100344021145
2023-03-01,27.990608071647223
2023-04-01,27.984115799273305
2023-05-01,27.977623526899382
2023-06-01,27.97113125452546
2023-07-01,27.96463898215153
2023-08-01,27.958146709777612
2023-09-01,27.951654437403693
2023-10-01,27.945162165029767
2023-11-01,27.941916028842808
2023-12-01,27.93866989265585
2024-01-01,27.941916028842808
2024-02-01,27.945162165029767
2024-03-01,27.94840830121673
2024-04-01,27.951654437403693
2024-05-01,27.954900573590656
2024-06-01,27.958146709777612
2024-07-01,27.96139284596457
2024-08-01,27.96788511833849
2024-09-01,27.974377390712423
2024-10-01,27.980869663086338
2024-11-01,27.987361935460267
2024-12-01,27.993854207834183
2025-01-01,27.997100344021145
2025-02-01,28.000346480208112
2025-03-01,28.003592616395068
2025-04-01,28.00683875258203
2025-05-01,28.010084888768983
2025-06-01,28.016577161142912
2025-07-01,28.023069433516827
2025-08-01,28.02956170589076
2025-09-01,28.032807842077716
2025-10-01,28.036053978264675
2025-11-01,28.042546250638594
2025-12-01,28.04903852301252
2026-01-01,28.052284659199483
2026-02-01,28.055530795386442
2026-03-01,28.0587769315734
2026-04-01,28.062023067760364
2026-05-01,28.062023067760364
2026-06-01,28.062023067760364
2026-07-01,28.065269203947324
2026-08-01,28.068515340134287
2026-09-01,28.07176147632124
2026-10-01,28.0750076125082
2026-11-01,28.0750076125082
2026-12-01,28.0750076125082
2027-01-01,28.07825374869517
2027-02-01,28.08149988488213
2027-03-01,28.084746021069087
2027-04-01,28.08799215725605
2027-05-01,28.091238293443013
2027-06-01,28.09448442962997
2027-07-01,28.09773056581693
2027-08-01,28.10097670200389
2027-09-01,28.10422283819085
2027-10-01,28.107468974377817
2027-11-01,28.110715110564776
2027-12-01,28.11396124675173
2028-01-01,28.120453519125647
2028-02-01,28.126945791499576
2028-03-01,28.13019192768654
2028-04-01,28.133438063873502
2028-05-01,28.13668420006046
2028-06-01,28.139930336247424
2028-07-01,28.143176472434387
2028-08-01,28.146422608621343
2028-09-01,28.149668744808306
2028-10-01,28.15291488099527
2028-11-01,28.15616101718223
2028-12-01,28.159407153369195
2029-01-01,28.16265328955615
2029-02-01,28.165899425743106
2029-03-01,28.169145561930076
2029-04-01,28.169145561930076
2029-04-01,28.169145561930076
2029-05-01,28.169145561930076
2029-05-01,28.169145561930076
2029-06-01,28.169145561930076
2029-06-01,28.169145561930076
2029-07-01,28.169145561930076
2029-07-01,28.169145561930076
2029-08-01,28.169145561930076
2029-08-01,28.169145561930076
2029-09-01,28.169145561930076
2029-09-01,28.169145561930076
2029-10-01,28.169145561930076
2029-10-01,28.169145561930076
2029-11-01,28.169145561930076
2029-11-01,28.169145561930076
2029-12-01,28.169145561930076
2029-12-01,28.169145561930076
2030-01-01,28.169145561930076
2030-01-01,28.169145561930076
2030-02-01,28.169145561930076
2030-02-01,28.169145561930076
2030-03-01,28.169145561930076
2030-03-01,28.169145561930076
2030-04-01,28.169145561930076
2030-04-01,28.169145561930076
2030-05-01,28.169145561930076
2030-05-01,28.169145561930076
2030-06-01,28.169145561930076
2030-06-01,28.169145561930076
2030-07-01,28.169145561930076
2030-07-01,28.169145561930076
2030-08-01,28.169145561930076
2030-08-01,28.169145561930076
2030-09-01,28.169145561930076
2030-09-01,28.169145561930076
2030-10-01,28.169145561930076
2030-10-01,28.169145561930076
2030-11-01,28.169145561930076
2030-11-01,28.169145561930076
2030-12-01,28.169145561930076
2030-12-01,28.169145561930076
2031-01-01,28.169145561930076
2031-01-01,28.169145561930076
2031-02-01,28.169145561930076
2031-02-01,28.169145561930076
2031-03-01,28.169145561930076
2031-03-01,28.169145561930076
2031-04-01,28.169145561930076
2031-04-01,28.169145561930076
2031-05-01,28.169145561930076
2031-05-01,28.169145561930076
2031-06-01,28.169145561930076
2031-06-01,28.169145561930076
2031-07-01,28.169145561930076
2031-07-01,28.169145561930076
2031-08-01,28.169145561930076
2031-08-01,28.169145561930076
2031-09-01,28.169145561930076
2031-09-01,28.169145561930076
2031-10-01,28.169145561930076
2031-10-01,28.169145561930076
2031-11-01,28.169145561930076
2031-11-01,28.169145561930076
2031-12-01,28.169145561930076
2031-12-01,28.169145561930076
2032-01-01,28.169145561930076
2032-01-01,28.169145561930076
2032-02-01,28.169145561930076
2032-02-01,28.169145561930076
2032-03-01,28.169145561930076
2032-03-01,28.169145561930076
2032-04-01,28.169145561930076
2032-04-01,28.169145561930076
2032-05-01,28.169145561930076
2032-05-01,28.169145561930076
2032-06-01,28.169145561930076
2032-06-01,28.169145561930076
2032-07-01,28.169145561930076
2032-07-01,28.169145561930076
2032-08-01,28.169145561930076
2032-08-01,28.169145561930076
2032-09-01,28.169145561930076
2032-09-01,28.169145561930076
2032-10-01,28.169145561930076
