timepoint_id,nonenergy_price
1,61.8
2,61.8
3,61.8
4,61.8
5,61.8
6,61.8
7,61.8
8,61.8
9,61.8
10,61.8
11,61.8
12,61.8
13,61.8
14,61.8
15,61.8
16,61.8
17,61.8
18,61.8
19,61.8
20,61.8
21,61.8
22,61.8
23,61.8
24,61.8
25,61.8
26,61.8
27,61.8
28,61.8
29,61.8
30,61.8
31,61.8
32,61.8
33,61.8
34,61.8
35,61.8
36,61.8
37,61.8
38,61.8
39,61.8
40,61.8
41,61.8
42,61.8
43,61.8
44,61.8
45,61.8
46,61.8
47,61.8
48,61.8
49,61.8
50,61.8
51,61.8
52,61.8
53,61.8
54,61.8
55,61.8
56,61.8
57,61.8
58,61.8
59,61.8
60,61.8
61,61.8
62,61.8
63,61.8
64,61.8
65,61.8
66,61.8
67,61.8
68,61.8
69,61.8
70,61.8
71,61.8
72,61.8
73,61.8
74,61.8
75,61.8
76,61.8
77,61.8
78,61.8
79,61.8
80,61.8
81,61.8
82,61.8
83,61.8
84,61.8
85,61.8
86,61.8
87,61.8
88,61.8
89,61.8
90,61.8
91,61.8
92,61.8
93,61.8
94,61.8
95,61.8
96,61.8
97,61.8
98,61.8
99,61.8
100,61.8
101,61.8
102,61.8
103,61.8
104,61.8
105,61.8
106,61.8
107,61.8
108,61.8
109,61.8
110,61.8
111,61.8
112,61.8
113,61.8
114,61.8
115,61.8
116,61.8
117,61.8
118,61.8
119,61.8
120,61.8
121,61.8
122,61.8
123,61.8
124,61.8
125,61.8
126,61.8
127,61.8
128,61.8
129,61.8
130,61.8
131,61.8
132,61.8
133,61.8
134,61.8
135,61.8
136,61.8
137,61.8
138,61.8
139,61.8
140,61.8
141,61.8
142,61.8
143,61.8
144,61.8
145,61.8
146,61.8
147,61.8
148,61.8
149,61.8
150,61.8
151,61.8
152,61.8
153,61.8
154,61.8
155,61.8
156,61.8
157,61.8
158,61.8
159,61.8
160,61.8
161,61.8
162,61.8
163,61.8
164,61.8
165,61.8
166,61.8
167,61.8
168,61.8
169,61.8
170,61.8
171,61.8
172,61.8
173,61.8
174,61.8
175,61.8
176,61.8
177,61.8
178,61.8
179,61.8
180,61.8
181,61.8
182,61.8
183,61.8
184,61.8
185,61.8
186,61.8
187,61.8
188,61.8
189,61.8
190,61.8
191,61.8
192,61.8
193,61.8
194,61.8
195,61.8
196,61.8
197,61.8
198,61.8
199,61.8
200,61.8
201,61.8
202,61.8
203,61.8
204,61.8
205,61.8
206,61.8
207,61.8
208,61.8
209,61.8
210,61.8
211,61.8
212,61.8
213,61.8
214,61.8
215,61.8
216,61.8
217,61.8
218,61.8
219,61.8
220,61.8
221,61.8
222,61.8
223,61.8
224,61.8
225,61.8
226,61.8
227,61.8
228,61.8
229,61.8
230,61.8
231,61.8
232,61.8
233,61.8
234,61.8
235,61.8
236,61.8
237,61.8
238,61.8
239,61.8
240,61.8
241,61.8
242,61.8
243,61.8
244,61.8
245,61.8
246,61.8
247,61.8
248,61.8
249,61.8
250,61.8
251,61.8
252,61.8
253,61.8
254,61.8
255,61.8
256,61.8
257,61.8
258,61.8
259,61.8
260,61.8
261,61.8
262,61.8
263,61.8
264,61.8
265,61.8
266,61.8
267,61.8
268,61.8
269,61.8
270,61.8
271,61.8
272,61.8
273,61.8
274,61.8
275,61.8
276,61.8
277,61.8
278,61.8
279,61.8
280,61.8
281,61.8
282,61.8
283,61.8
284,61.8
285,61.8
286,61.8
287,61.8
288,61.8
289,61.8
290,61.8
291,61.8
292,61.8
293,61.8
294,61.8
295,61.8
296,61.8
297,61.8
298,61.8
299,61.8
300,61.8
301,61.8
302,61.8
303,61.8
304,61.8
305,61.8
306,61.8
307,61.8
308,61.8
309,61.8
310,61.8
311,61.8
312,61.8
313,61.8
314,61.8
315,61.8
316,61.8
317,61.8
318,61.8
319,61.8
320,61.8
321,61.8
322,61.8
323,61.8
324,61.8
325,61.8
326,61.8
327,61.8
328,61.8
329,61.8
330,61.8
331,61.8
332,61.8
333,61.8
334,61.8
335,61.8
336,61.8
337,61.8
338,61.8
339,61.8
340,61.8
341,61.8
342,61.8
343,61.8
344,61.8
345,61.8
346,61.8
347,61.8
348,61.8
349,61.8
350,61.8
351,61.8
352,61.8
353,61.8
354,61.8
355,61.8
356,61.8
357,61.8
358,61.8
359,61.8
360,61.8
361,61.8
362,61.8
363,61.8
364,61.8
365,61.8
366,61.8
367,61.8
368,61.8
369,61.8
370,61.8
371,61.8
372,61.8
373,61.8
374,61.8
375,61.8
376,61.8
377,61.8
378,61.8
379,61.8
380,61.8
381,61.8
382,61.8
383,61.8
384,61.8
385,61.8
386,61.8
387,61.8
388,61.8
389,61.8
390,61.8
391,61.8
392,61.8
393,61.8
394,61.8
395,61.8
396,61.8
397,61.8
398,61.8
399,61.8
400,61.8
401,61.8
402,61.8
403,61.8
404,61.8
405,61.8
406,61.8
407,61.8
408,61.8
409,61.8
410,61.8
411,61.8
412,61.8
413,61.8
414,61.8
415,61.8
416,61.8
417,61.8
418,61.8
419,61.8
420,61.8
421,61.8
422,61.8
423,61.8
424,61.8
425,61.8
426,61.8
427,61.8
428,61.8
429,61.8
430,61.8
431,61.8
432,61.8
433,61.8
434,61.8
435,61.8
436,61.8
437,61.8
438,61.8
439,61.8
440,61.8
441,61.8
442,61.8
443,61.8
444,61.8
445,61.8
446,61.8
447,61.8
448,61.8
449,61.8
450,61.8
451,61.8
452,61.8
453,61.8
454,61.8
455,61.8
456,61.8
457,61.8
458,61.8
459,61.8
460,61.8
461,61.8
462,61.8
463,61.8
464,61.8
465,61.8
466,61.8
467,61.8
468,61.8
469,61.8
470,61.8
471,61.8
472,61.8
473,61.8
474,61.8
475,61.8
476,61.8
477,61.8
478,61.8
479,61.8
480,61.8
481,61.8
482,61.8
483,61.8
484,61.8
485,61.8
486,61.8
487,61.8
488,61.8
489,61.8
490,61.8
491,61.8
492,61.8
493,61.8
494,61.8
495,61.8
496,61.8
497,61.8
498,61.8
499,61.8
500,61.8
501,61.8
502,61.8
503,61.8
504,61.8
505,61.8
506,61.8
507,61.8
508,61.8
509,61.8
510,61.8
511,61.8
512,61.8
513,61.8
514,61.8
515,61.8
516,61.8
517,61.8
518,61.8
519,61.8
520,61.8
521,61.8
522,61.8
523,61.8
524,61.8
525,61.8
526,61.8
527,61.8
528,61.8
529,61.8
530,61.8
531,61.8
532,61.8
533,61.8
534,61.8
535,61.8
536,61.8
537,61.8
538,61.8
539,61.8
540,61.8
541,61.8
542,61.8
543,61.8
544,61.8
545,61.8
546,61.8
547,61.8
548,61.8
549,61.8
550,61.8
551,61.8
552,61.8
553,61.8
554,61.8
555,61.8
556,61.8
557,61.8
558,61.8
559,61.8
560,61.8
561,61.8
562,61.8
563,61.8
564,61.8
565,61.8
566,61.8
567,61.8
568,61.8
569,61.8
570,61.8
571,61.8
572,61.8
573,61.8
574,61.8
575,61.8
576,61.8
577,61.8
578,61.8
579,61.8
580,61.8
581,61.8
582,61.8
583,61.8
584,61.8
585,61.8
586,61.8
587,61.8
588,61.8
589,61.8
590,61.8
591,61.8
592,61.8
593,61.8
594,61.8
595,61.8
596,61.8
597,61.8
598,61.8
599,61.8
600,61.8
601,61.8
602,61.8
603,61.8
604,61.8
605,61.8
606,61.8
607,61.8
608,61.8
609,61.8
610,61.8
611,61.8
612,61.8
613,61.8
614,61.8
615,61.8
616,61.8
617,61.8
618,61.8
619,61.8
620,61.8
621,61.8
622,61.8
623,61.8
624,61.8
625,61.8
626,61.8
627,61.8
628,61.8
629,61.8
630,61.8
631,61.8
632,61.8
633,61.8
634,61.8
635,61.8
636,61.8
637,61.8
638,61.8
639,61.8
640,61.8
641,61.8
642,61.8
643,61.8
644,61.8
645,61.8
646,61.8
647,61.8
648,61.8
649,61.8
650,61.8
651,61.8
652,61.8
653,61.8
654,61.8
655,61.8
656,61.8
657,61.8
658,61.8
659,61.8
660,61.8
661,61.8
662,61.8
663,61.8
664,61.8
665,61.8
666,61.8
667,61.8
668,61.8
669,61.8
670,61.8
671,61.8
672,61.8
673,61.8
674,61.8
675,61.8
676,61.8
677,61.8
678,61.8
679,61.8
680,61.8
681,61.8
682,61.8
683,61.8
684,61.8
685,61.8
686,61.8
687,61.8
688,61.8
689,61.8
690,61.8
691,61.8
692,61.8
693,61.8
694,61.8
695,61.8
696,61.8
697,61.8
698,61.8
699,61.8
700,61.8
701,61.8
702,61.8
703,61.8
704,61.8
705,61.8
706,61.8
707,61.8
708,61.8
709,61.8
710,61.8
711,61.8
712,61.8
713,61.8
714,61.8
715,61.8
716,61.8
717,61.8
718,61.8
719,61.8
720,61.8
721,61.8
722,61.8
723,61.8
724,61.8
725,61.8
726,61.8
727,61.8
728,61.8
729,61.8
730,61.8
731,61.8
732,61.8
733,61.8
734,61.8
735,61.8
736,61.8
737,61.8
738,61.8
739,61.8
740,61.8
741,61.8
742,61.8
743,61.8
744,61.8
745,61.8
746,61.8
747,61.8
748,61.8
749,61.8
750,61.8
751,61.8
752,61.8
753,61.8
754,61.8
755,61.8
756,61.8
757,61.8
758,61.8
759,61.8
760,61.8
761,61.8
762,61.8
763,61.8
764,61.8
765,61.8
766,61.8
767,61.8
768,61.8
769,61.8
770,61.8
771,61.8
772,61.8
773,61.8
774,61.8
775,61.8
776,61.8
777,61.8
778,61.8
779,61.8
780,61.8
781,61.8
782,61.8
783,61.8
784,61.8
785,61.8
786,61.8
787,61.8
788,61.8
789,61.8
790,61.8
791,61.8
792,61.8
793,61.8
794,61.8
