Date,predicted_NG_up
2033-03-01,33.21873113800841
2033-04-01,33.21873113800841
2033-04-01,33.21873113800841
2033-05-01,33.21873113800841
2033-05-01,33.21873113800841
2033-06-01,33.21873113800841
2033-06-01,33.21873113800841
2033-07-01,33.21873113800841
2033-07-01,33.21873113800841
2033-08-01,33.21873113800841
2033-08-01,33.21873113800841
2033-09-01,33.21873113800841
2033-09-01,33.21873113800841
2033-10-01,33.21873113800841
2033-10-01,33.21873113800841
2033-11-01,33.21873113800841
2033-11-01,33.21873113800841
2033-12-01,33.21873113800841
2033-12-01,33.21873113800841
2034-01-01,33.21873113800841
2034-01-01,33.21873113800841
2034-02-01,33.21873113800841
2034-02-01,33.21873113800841
2034-03-01,33.21873113800841
2034-03-01,33.21873113800841
2034-04-01,33.21873113800841
2034-04-01,33.21873113800841
2034-05-01,33.21873113800841
2034-05-01,33.21873113800841
2034-06-01,33.21873113800841
2034-06-01,33.21873113800841
2034-07-01,33.21873113800841
2034-07-01,33.21873113800841
2034-08-01,33.21873113800841
2034-08-01,33.21873113800841
2034-09-01,33.21873113800841
2034-09-01,33.21873113800841
2034-10-01,33.21873113800841
2034-10-01,33.21873113800841
2034-11-01,33.21873113800841
2034-11-01,33.21873113800841
2034-12-01,33.21873113800841
2034-12-01,33.21873113800841
2035-01-01,33.21873113800841
2035-01-01,33.21873113800841
2035-02-01,33.21873113800841
2035-02-01,33.21873113800841
2035-03-01,33.21873113800841
2035-03-01,33.21873113800841
2035-04-01,33.21873113800841
2035-04-01,33.21873113800841
2035-05-01,33.21873113800841
2035-05-01,33.21873113800841
2035-06-01,33.21873113800841
2035-06-01,33.21873113800841
2035-07-01,33.21873113800841
2035-07-01,33.21873113800841
2035-08-01,33.21873113800841
2035-08-01,33.21873113800841
2035-09-01,33.21873113800841
2035-09-01,33.21873113800841
2035-10-01,33.21873113800841
2035-10-01,33.21873113800841
2035-11-01,33.21873113800841
2035-11-01,33.21873113800841
2035-12-01,33.21873113800841
2035-12-01,33.21873113800841
2036-01-01,33.21873113800841
2036-01-01,33.21873113800841
2036-02-01,33.21873113800841
2036-02-01,33.21873113800841
2036-03-01,33.21873113800841
2036-03-01,33.21873113800841
2036-04-01,33.21873113800841
2036-04-01,33.21873113800841
2036-05-01,33.21873113800841
2036-05-01,33.21873113800841
2036-06-01,33.21873113800841
2036-06-01,33.21873113800841
2036-07-01,33.21873113800841
2036-07-01,33.21873113800841
2036-08-01,33.21873113800841
2036-08-01,33.21873113800841
2036-09-01,33.21873113800841
2036-09-01,33.21873113800841
2036-10-01,33.21873113800841
2036-10-01,33.21873113800841
2036-11-01,33.21873113800841
2036-11-01,33.21873113800841
2036-12-01,33.21873113800841
2036-12-01,33.21873113800841
2037-01-01,33.21873113800841
2037-01-01,33.21873113800841
2037-02-01,33.21873113800841
2037-02-01,33.21873113800841
2037-03-01,33.21873113800841
2037-03-01,33.21873113800841
2037-04-01,33.21873113800841
2037-04-01,33.21873113800841
2037-05-01,33.21873113800841
2037-05-01,33.21873113800841
2037-06-01,33.21873113800841
2037-06-01,33.21873113800841
2037-07-01,33.21873113800841
2037-07-01,33.21873113800841
2037-08-01,33.21873113800841
2037-08-01,33.21873113800841
2037-09-01,33.21873113800841
2037-09-01,33.21873113800841
2037-10-01,33.21873113800841
2037-10-01,33.21873113800841
2037-11-01,33.21873113800841
2037-11-01,33.21873113800841
2037-12-01,33.21873113800841
2037-12-01,33.21873113800841
2038-01-01,33.21873113800841
2038-01-01,33.21873113800841
2038-02-01,33.21873113800841
2038-02-01,33.21873113800841
2038-03-01,33.21873113800841
2038-03-01,33.21873113800841
2038-04-01,33.21873113800841
2038-04-01,33.21873113800841
2038-05-01,33.21873113800841
2038-05-01,33.21873113800841
2038-06-01,33.21873113800841
2038-06-01,33.21873113800841
2038-07-01,33.21873113800841
2038-07-01,33.21873113800841
2038-08-01,33.21873113800841
2038-08-01,33.21873113800841
2038-09-01,33.21873113800841
2038-09-01,33.21873113800841
2038-10-01,33.21873113800841
2038-10-01,33.21873113800841
2038-11-01,33.21873113800841
2038-11-01,33.21873113800841
2038-12-01,33.21873113800841
2038-12-01,33.21873113800841
2039-01-01,33.21873113800841
2039-01-01,33.21873113800841
2039-02-01,33.21873113800841
2039-02-01,33.21873113800841
2039-03-01,33.21873113800841
2039-03-01,33.21873113800841
2039-04-01,33.21873113800841
2039-04-01,33.21873113800841
2039-05-01,33.21873113800841
2039-05-01,33.21873113800841
2039-06-01,33.21873113800841
2039-06-01,33.21873113800841
2039-07-01,33.21873113800841
2039-07-01,33.21873113800841
2039-08-01,33.21873113800841
2039-08-01,33.21873113800841
2039-09-01,33.21873113800841
2039-09-01,33.21873113800841
2039-10-01,33.21873113800841
2039-10-01,33.21873113800841
2039-11-01,33.21873113800841
2039-11-01,33.21873113800841
