timepoint_id,cooling_demand
1,0.1423120055
2,0.1423120055
3,0.1423120055
4,0.1423120055
5,0.13431131110000002
6,0.13431131110000002
7,0.13431131110000002
8,0.13431131110000002
9,0.13570282780000004
10,0.13570282780000004
11,0.13570282780000004
12,0.13570282780000004
13,0.13103069209999998
14,0.13103069209999998
15,0.13103069209999998
16,0.13103069209999998
17,0.13643312219999998
18,0.13643312219999998
19,0.13643312219999998
20,0.13643312219999998
21,0.1342915333
22,0.1342915333
23,0.1342915333
24,0.1342915333
25,0.13814761390000002
26,0.13814761390000002
27,0.13814761390000002
28,0.13814761390000002
29,0.14667135280000002
30,0.14667135280000002
31,0.14667135280000002
32,0.14667135280000002
33,0.14170386940000002
34,0.14170386940000002
35,0.14170386940000002
36,0.14170386940000002
37,0.1411622722
38,0.1411622722
39,0.1411622722
40,0.1411622722
41,0.14527070279999998
42,0.14527070279999998
43,0.14527070279999998
44,0.14527070279999998
45,0.1538287361
46,0.1538287361
47,0.1538287361
48,0.1538287361
49,0.16633711110000002
50,0.16633711110000002
51,0.16633711110000002
52,0.16633711110000002
53,0.1769694028
54,0.1769694028
55,0.1769694028
56,0.1769694028
57,0.1739771028
58,0.1739771028
59,0.1739771028
60,0.1739771028
61,0.17292524440000004
62,0.17292524440000004
63,0.17292524440000004
64,0.17292524440000004
65,0.1731791056
66,0.1731791056
67,0.1731791056
68,0.1731791056
69,0.17740798889999998
70,0.17740798889999998
71,0.17740798889999998
72,0.17740798889999998
73,0.1694759167
74,0.1694759167
75,0.1694759167
76,0.1694759167
77,0.16691626669999998
78,0.16691626669999998
79,0.16691626669999998
80,0.16691626669999998
81,0.16438118059999998
82,0.16438118059999998
83,0.16438118059999998
84,0.16438118059999998
85,0.1626222444
86,0.1626222444
87,0.1626222444
88,0.1626222444
89,0.16909330559999994
90,0.16909330559999994
91,0.16909330559999994
92,0.16909330559999994
93,0.16074910280000002
94,0.16074910280000002
95,0.16074910280000002
96,0.16074910280000002
97,0.1879633305
98,0.1879633305
99,0.1879633305
100,0.1879633305
101,0.1912866722
102,0.1912866722
103,0.1912866722
104,0.1912866722
105,0.1855692917
106,0.1855692917
107,0.1855692917
108,0.1855692917
109,0.1760346611
110,0.1760346611
111,0.1760346611
112,0.1760346611
113,0.1794667639
114,0.1794667639
115,0.1794667639
116,0.1794667639
117,0.1828633889
118,0.1828633889
119,0.1828633889
120,0.1828633889
121,0.1823027222
122,0.1823027222
123,0.1823027222
124,0.1823027222
125,0.176371275
126,0.176371275
127,0.176371275
128,0.176371275
129,0.188967975
130,0.188967975
131,0.188967975
132,0.188967975
133,0.2075527556
134,0.2075527556
135,0.2075527556
136,0.2075527556
137,0.21701890280000002
138,0.21701890280000002
139,0.21701890280000002
140,0.21701890280000002
141,0.2297813806
142,0.2297813806
143,0.2297813806
144,0.2297813806
145,0.2323406806
146,0.2323406806
147,0.2323406806
148,0.2323406806
149,0.2285003194
150,0.2285003194
151,0.2285003194
152,0.2285003194
153,0.2353211694
154,0.2353211694
155,0.2353211694
156,0.2353211694
157,0.24340162220000006
158,0.24340162220000006
159,0.24340162220000006
160,0.24340162220000006
161,0.2381442417
162,0.2381442417
163,0.2381442417
164,0.2381442417
165,0.2339766333
166,0.2339766333
167,0.2339766333
168,0.2339766333
169,0.2315549361
170,0.2315549361
171,0.2315549361
172,0.2315549361
173,0.227018775
174,0.227018775
175,0.227018775
176,0.227018775
177,0.22138526670000003
178,0.22138526670000003
179,0.22138526670000003
180,0.22138526670000003
181,0.22016286670000002
182,0.22016286670000002
183,0.22016286670000002
184,0.22016286670000002
185,0.21176339170000003
186,0.21176339170000003
187,0.21176339170000003
188,0.21176339170000003
189,0.2012480167
190,0.2012480167
191,0.2012480167
192,0.2012480167
193,0.1866933389
194,0.1866933389
195,0.1866933389
196,0.1866933389
197,0.1840790806
198,0.1840790806
199,0.1840790806
200,0.1840790806
201,0.1845430694
202,0.1845430694
203,0.1845430694
204,0.1845430694
205,0.1813798667
206,0.1813798667
207,0.1813798667
208,0.1813798667
209,0.17991997499999998
210,0.17991997499999998
211,0.17991997499999998
212,0.17991997499999998
213,0.17754179169999998
214,0.17754179169999998
215,0.17754179169999998
216,0.17754179169999998
217,0.18123556940000002
218,0.18123556940000002
219,0.18123556940000002
220,0.18123556940000002
221,0.1834352694
222,0.1834352694
223,0.1834352694
224,0.1834352694
225,0.1850494306
226,0.1850494306
227,0.1850494306
228,0.1850494306
229,0.1906069778
230,0.1906069778
231,0.1906069778
232,0.1906069778
233,0.19995177780000006
234,0.19995177780000006
235,0.19995177780000006
236,0.19995177780000006
237,0.2054881472
238,0.2054881472
239,0.2054881472
240,0.2054881472
241,0.20730015829999998
242,0.20730015829999998
243,0.20730015829999998
244,0.20730015829999998
245,0.2195985311
246,0.2195985311
247,0.2195985311
248,0.2195985311
249,0.2122538822
250,0.2122538822
251,0.2122538822
252,0.2122538822
253,0.2125800417
254,0.2125800417
255,0.2125800417
256,0.2125800417
257,0.2006908778
258,0.2006908778
259,0.2006908778
260,0.2006908778
261,0.206777975
262,0.206777975
263,0.206777975
264,0.206777975
265,0.2007023444
266,0.2007023444
267,0.2007023444
268,0.2007023444
269,0.1963086917
270,0.1963086917
271,0.1963086917
272,0.1963086917
273,0.19113863329999997
274,0.19113863329999997
275,0.19113863329999997
276,0.19113863329999997
277,0.1893380028
278,0.1893380028
279,0.1893380028
280,0.1893380028
281,0.1929189444
282,0.1929189444
283,0.1929189444
284,0.1929189444
285,0.1911640028
286,0.1911640028
287,0.1911640028
288,0.1911640028
289,0.29525881940000004
290,0.29525881940000004
291,0.29525881940000004
292,0.29525881940000004
293,0.29493153060000005
294,0.29493153060000005
295,0.29493153060000005
296,0.29493153060000005
297,0.29397188609999997
298,0.29397188609999997
299,0.29397188609999997
300,0.29397188609999997
301,0.2873277222
302,0.2873277222
303,0.2873277222
304,0.2873277222
305,0.2783641333
306,0.2783641333
307,0.2783641333
308,0.2783641333
309,0.2752576472
310,0.2752576472
311,0.2752576472
312,0.2752576472
313,0.2724267639
314,0.2724267639
315,0.2724267639
316,0.2724267639
317,0.2705557917
318,0.2705557917
319,0.2705557917
320,0.2705557917
321,0.28284948330000004
322,0.28284948330000004
323,0.28284948330000004
324,0.28284948330000004
325,0.2942851556000001
326,0.2942851556000001
327,0.2942851556000001
328,0.2942851556000001
329,0.29510490000000006
330,0.29510490000000006
331,0.29510490000000006
332,0.29510490000000006
333,0.29582926670000004
334,0.29582926670000004
335,0.29582926670000004
336,0.29582926670000004
337,0.2959405611
338,0.2959405611
339,0.2959405611
340,0.2959405611
341,0.2964375
342,0.2964375
343,0.2964375
344,0.2964375
345,0.29567638890000003
346,0.29567638890000003
347,0.29567638890000003
348,0.29567638890000003
349,0.293773125
350,0.293773125
351,0.293773125
352,0.293773125
353,0.2956298194
354,0.2956298194
355,0.2956298194
356,0.2956298194
357,0.2949300722
358,0.2949300722
359,0.2949300722
360,0.2949300722
361,0.29525576940000003
362,0.29525576940000003
363,0.29525576940000003
364,0.29525576940000003
365,0.29545165560000003
366,0.29545165560000003
367,0.29545165560000003
368,0.29545165560000003
369,0.2956302194
370,0.2956302194
371,0.2956302194
372,0.2956302194
373,0.29534384439999994
374,0.29534384439999994
375,0.29534384439999994
376,0.29534384439999994
377,0.294378425
378,0.294378425
379,0.294378425
380,0.294378425
381,0.2953066472
382,0.2953066472
383,0.2953066472
384,0.2953066472
385,0.1818114778
386,0.1818114778
387,0.1818114778
388,0.1818114778
389,0.1755328306
390,0.1755328306
391,0.1755328306
392,0.1755328306
393,0.17306912219999998
394,0.17306912219999998
395,0.17306912219999998
396,0.17306912219999998
397,0.1679679528
398,0.1679679528
399,0.1679679528
400,0.1679679528
401,0.16341855560000002
402,0.16341855560000002
403,0.16341855560000002
404,0.16341855560000002
405,0.1604776611
406,0.1604776611
407,0.1604776611
408,0.1604776611
409,0.15737576109999998
410,0.15737576109999998
411,0.15737576109999998
412,0.15737576109999998
413,0.1599055389
414,0.1599055389
415,0.1599055389
416,0.1599055389
417,0.176764275
418,0.176764275
419,0.176764275
420,0.176764275
421,0.2151371306
422,0.2151371306
423,0.2151371306
424,0.2151371306
425,0.21435047219999998
426,0.21435047219999998
427,0.21435047219999998
428,0.21435047219999998
429,0.2134285861
430,0.2134285861
431,0.2134285861
432,0.2134285861
433,0.2249513583
434,0.2249513583
435,0.2249513583
436,0.2249513583
437,0.2311206278
438,0.2311206278
439,0.2311206278
440,0.2311206278
441,0.2381927833
442,0.2381927833
443,0.2381927833
444,0.2381927833
445,0.2453031861
446,0.2453031861
447,0.2453031861
448,0.2453031861
449,0.2079022361
450,0.2079022361
451,0.2079022361
452,0.2079022361
453,0.2066978694
454,0.2066978694
455,0.2066978694
456,0.2066978694
457,0.17863277500000002
458,0.17863277500000002
459,0.17863277500000002
460,0.17863277500000002
461,0.17406599999999994
462,0.17406599999999994
463,0.17406599999999994
464,0.17406599999999994
465,0.175742525
466,0.175742525
467,0.175742525
468,0.175742525
469,0.17501050559999998
470,0.17501050559999998
471,0.17501050559999998
472,0.17501050559999998
473,0.17700204169999995
474,0.17700204169999995
475,0.17700204169999995
476,0.17700204169999995
477,0.17494341389999998
478,0.17494341389999998
479,0.17494341389999998
480,0.17494341389999998
481,0.1430491055
482,0.1430491055
483,0.1430491055
484,0.1430491055
485,0.13859065280000002
486,0.13859065280000002
487,0.13859065280000002
488,0.13859065280000002
489,0.13625394440000002
490,0.13625394440000002
491,0.13625394440000002
492,0.13625394440000002
493,0.1333050778
494,0.1333050778
495,0.1333050778
496,0.1333050778
497,0.13305653059999994
498,0.13305653059999994
499,0.13305653059999994
500,0.13305653059999994
501,0.1270270778
502,0.1270270778
503,0.1270270778
504,0.1270270778
505,0.1294991972
506,0.1294991972
507,0.1294991972
508,0.1294991972
509,0.1314022917
510,0.1314022917
511,0.1314022917
512,0.1314022917
513,0.1386470556
514,0.1386470556
515,0.1386470556
516,0.1386470556
517,0.1830360361
518,0.1830360361
519,0.1830360361
520,0.1830360361
521,0.19822066670000002
522,0.19822066670000002
523,0.19822066670000002
524,0.19822066670000002
525,0.1966764444
526,0.1966764444
527,0.1966764444
528,0.1966764444
529,0.21132
530,0.21132
531,0.21132
532,0.21132
533,0.21132
534,0.21132
535,0.21132
536,0.21132
537,0.21132
538,0.21132
539,0.21132
540,0.21132
541,0.1504311864
542,0.1504311864
543,0.1504311864
544,0.1504311864
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.0
561,0.0
562,0.0
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.1812484389
578,0.1812484389
579,0.1812484389
580,0.1812484389
581,0.178858075
582,0.178858075
583,0.178858075
584,0.178858075
585,0.17654489719999994
586,0.17654489719999994
587,0.17654489719999994
588,0.17654489719999994
589,0.17825475829999998
590,0.17825475829999998
591,0.17825475829999998
592,0.17825475829999998
593,0.1801858861
594,0.1801858861
595,0.1801858861
596,0.1801858861
597,0.1748331028
598,0.1748331028
599,0.1748331028
600,0.1748331028
601,0.17936356669999998
602,0.17936356669999998
603,0.17936356669999998
604,0.17936356669999998
605,0.17765949169999998
606,0.17765949169999998
607,0.17765949169999998
608,0.17765949169999998
609,0.1811410556
610,0.1811410556
611,0.1811410556
612,0.1811410556
613,0.17920321109999998
614,0.17920321109999998
615,0.17920321109999998
616,0.17920321109999998
617,0.180314575
618,0.180314575
619,0.180314575
620,0.180314575
621,0.17926847780000002
622,0.17926847780000002
623,0.17926847780000002
624,0.17926847780000002
625,0.1863397361
626,0.1863397361
627,0.1863397361
628,0.1863397361
629,0.19171060830000006
630,0.19171060830000006
631,0.19171060830000006
632,0.19171060830000006
633,0.1954097722
634,0.1954097722
635,0.1954097722
636,0.1954097722
637,0.1810730139
638,0.1810730139
639,0.1810730139
640,0.1810730139
641,0.18046655829999997
642,0.18046655829999997
643,0.18046655829999997
644,0.18046655829999997
645,0.1757942194
646,0.1757942194
647,0.1757942194
648,0.1757942194
649,0.1848576778
650,0.1848576778
651,0.1848576778
652,0.1848576778
653,0.19019558609999998
654,0.19019558609999998
655,0.19019558609999998
656,0.19019558609999998
657,0.18921161390000002
658,0.18921161390000002
659,0.18921161390000002
660,0.18921161390000002
661,0.1934221222
662,0.1934221222
663,0.1934221222
664,0.1934221222
665,0.19648434440000004
666,0.19648434440000004
667,0.19648434440000004
668,0.19648434440000004
669,0.20008861670000003
670,0.20008861670000003
671,0.20008861670000003
672,0.20008861670000003
673,0.1835405722
674,0.1835405722
675,0.1835405722
676,0.1835405722
677,0.17504466110000005
678,0.17504466110000005
679,0.17504466110000005
680,0.17504466110000005
681,0.1741480056
682,0.1741480056
683,0.1741480056
684,0.1741480056
685,0.1784605889
686,0.1784605889
687,0.1784605889
688,0.1784605889
689,0.17698914440000002
690,0.17698914440000002
691,0.17698914440000002
692,0.17698914440000002
693,0.17285134440000002
694,0.17285134440000002
695,0.17285134440000002
696,0.17285134440000002
697,0.17329349719999998
698,0.17329349719999998
699,0.17329349719999998
700,0.17329349719999998
701,0.16811462219999998
702,0.16811462219999998
703,0.16811462219999998
704,0.16811462219999998
705,0.1858667139
706,0.1858667139
707,0.1858667139
708,0.1858667139
709,0.17607417780000004
710,0.17607417780000004
711,0.17607417780000004
712,0.17607417780000004
713,0.17244438609999999
714,0.17244438609999999
715,0.17244438609999999
716,0.17244438609999999
717,0.17838093889999998
718,0.17838093889999998
719,0.17838093889999998
720,0.17838093889999998
721,0.1901828444
722,0.1901828444
723,0.1901828444
724,0.1901828444
725,0.1886480361
726,0.1886480361
727,0.1886480361
728,0.1886480361
729,0.183697
730,0.183697
731,0.183697
732,0.183697
733,0.1810217444
734,0.1810217444
735,0.1810217444
736,0.1810217444
737,0.187711125
738,0.187711125
739,0.187711125
740,0.187711125
741,0.187953825
742,0.187953825
743,0.187953825
744,0.187953825
745,0.18390955
746,0.18390955
747,0.18390955
748,0.18390955
749,0.1819598694
750,0.1819598694
751,0.1819598694
752,0.1819598694
753,0.17737381670000002
754,0.17737381670000002
755,0.17737381670000002
756,0.17737381670000002
757,0.16803680280000002
758,0.16803680280000002
759,0.16803680280000002
760,0.16803680280000002
761,0.16351855280000002
762,0.16351855280000002
763,0.16351855280000002
764,0.16351855280000002
765,0.15890773330000002
766,0.15890773330000002
767,0.15890773330000002
768,0.15890773330000002
769,0.2599239027
770,0.2599239027
771,0.2599239027
772,0.2599239027
773,0.2538490667
774,0.2538490667
775,0.2538490667
776,0.2538490667
777,0.24412946670000002
778,0.24412946670000002
779,0.24412946670000002
780,0.24412946670000002
781,0.236398425
782,0.236398425
783,0.236398425
784,0.236398425
785,0.22894965829999997
786,0.22894965829999997
787,0.22894965829999997
788,0.22894965829999997
789,0.23458909440000006
790,0.23458909440000006
791,0.23458909440000006
792,0.23458909440000006
793,0.2383035444
794,0.2383035444
795,0.2383035444
796,0.2383035444
797,0.24830634170000002
798,0.24830634170000002
799,0.24830634170000002
800,0.24830634170000002
801,0.2790720694
802,0.2790720694
