timepoint_id,nonenergy_price
1047,57.7
1048,57.7
1049,57.7
1050,57.7
1051,57.7
1052,57.7
1053,57.7
1054,57.7
1055,57.7
1056,57.7
1057,57.7
1058,57.7
1059,57.7
1060,57.7
1061,57.7
1062,57.7
1063,57.7
1064,57.7
1065,57.7
1066,57.7
1067,57.7
1068,57.7
1069,57.7
1070,57.7
1071,57.7
1072,57.7
1073,57.7
1074,57.7
1075,57.7
1076,57.7
1077,57.7
1078,57.7
1079,57.7
1080,57.7
1081,57.7
1082,57.7
1083,57.7
1084,57.7
1085,57.7
1086,57.7
1087,57.7
1088,57.7
1089,57.7
1090,57.7
1091,57.7
1092,57.7
1093,57.7
1094,57.7
1095,57.7
1096,57.7
1097,57.7
1098,57.7
1099,57.7
1100,57.7
1101,57.7
1102,57.7
1103,57.7
1104,57.7
1105,57.7
1106,57.7
1107,57.7
1108,57.7
1109,57.7
1110,57.7
1111,57.7
1112,57.7
1113,57.7
1114,57.7
1115,57.7
1116,57.7
1117,57.7
1118,57.7
1119,57.7
1120,57.7
1121,57.7
1122,57.7
1123,57.7
1124,57.7
1125,57.7
1126,57.7
1127,57.7
1128,57.7
1129,57.7
1130,57.7
1131,57.7
1132,57.7
1133,57.7
1134,57.7
1135,57.7
1136,57.7
1137,57.7
1138,57.7
1139,57.7
1140,57.7
1141,57.7
1142,57.7
1143,57.7
1144,57.7
1145,57.7
1146,57.7
1147,57.7
1148,57.7
1149,57.7
1150,57.7
1151,57.7
1152,57.7
1153,57.7
1154,57.7
1155,57.7
1156,57.7
1157,57.7
1158,57.7
1159,57.7
1160,57.7
1161,57.7
1162,57.7
1163,57.7
1164,57.7
1165,57.7
1166,57.7
1167,57.7
1168,57.7
1169,57.7
1170,57.7
1171,57.7
1172,57.7
1173,57.7
1174,57.7
1175,57.7
1176,57.7
1177,57.7
1178,57.7
1179,57.7
1180,57.7
1181,57.7
1182,57.7
1183,57.7
1184,57.7
1185,57.7
1186,57.7
1187,57.7
1188,57.7
1189,57.7
1190,57.7
1191,57.7
1192,57.7
1193,57.7
1194,57.7
1195,57.7
1196,57.7
1197,57.7
1198,57.7
1199,57.7
1200,57.7
1201,57.7
1202,57.7
1203,57.7
1204,57.7
1205,57.7
1206,57.7
1207,57.7
1208,57.7
1209,57.7
1210,57.7
1211,57.7
1212,57.7
1213,57.7
1214,57.7
1215,57.7
1216,57.7
1217,57.7
1218,57.7
1219,57.7
1220,57.7
1221,57.7
1222,57.7
1223,57.7
1224,57.7
1225,57.7
1226,57.7
1227,57.7
1228,57.7
1229,57.7
1230,57.7
1231,57.7
1232,57.7
1233,57.7
1234,57.7
1235,57.7
1236,57.7
1237,57.7
1238,57.7
1239,57.7
1240,57.7
1241,57.7
1242,57.7
1243,57.7
1244,57.7
1245,57.7
1246,57.7
1247,57.7
1248,57.7
1249,57.7
1250,57.7
1251,57.7
1252,57.7
1253,57.7
1254,57.7
1255,57.7
1256,57.7
1257,57.7
1258,57.7
1259,57.7
1260,57.7
1261,57.7
1262,57.7
1263,57.7
1264,57.7
1265,57.7
1266,57.7
1267,57.7
1268,57.7
1269,57.7
1270,57.7
1271,57.7
1272,57.7
1273,57.7
1274,57.7
1275,57.7
1276,57.7
1277,57.7
1278,57.7
1279,57.7
1280,57.7
1281,57.7
1282,57.7
1283,57.7
1284,57.7
1285,57.7
1286,57.7
1287,57.7
1288,57.7
1289,57.7
1290,57.7
1291,57.7
1292,57.7
1293,57.7
1294,57.7
1295,57.7
1296,57.7
1297,57.7
1298,57.7
1299,57.7
1300,57.7
1301,57.7
1302,57.7
1303,57.7
1304,57.7
1305,57.7
1306,57.7
1307,57.7
1308,57.7
1309,57.7
1310,57.7
1311,57.7
1312,57.7
1313,57.7
1314,57.7
1315,57.7
1316,57.7
1317,57.7
1318,57.7
1319,57.7
1320,57.7
1321,57.7
1322,57.7
1323,57.7
1324,57.7
1325,57.7
1326,57.7
1327,57.7
1328,57.7
1329,57.7
1330,57.7
1331,57.7
1332,57.7
1333,57.7
1334,57.7
1335,57.7
1336,57.7
1337,57.7
1338,57.7
1339,57.7
1340,57.7
1341,57.7
1342,57.7
1343,57.7
1344,57.7
1345,57.7
1346,57.7
1347,57.7
1348,57.7
1349,57.7
1350,57.7
1351,57.7
1352,57.7
1353,57.7
1354,57.7
1355,57.7
1356,57.7
1357,57.7
1358,57.7
1359,57.7
1360,57.7
1361,57.7
1362,57.7
1363,57.7
1364,57.7
1365,57.7
1366,57.7
1367,57.7
1368,57.7
1369,57.7
1370,57.7
1371,57.7
1372,57.7
1373,57.7
1374,57.7
1375,57.7
1376,57.7
1377,57.7
1378,57.7
1379,57.7
1380,57.7
1381,57.7
1382,57.7
1383,57.7
1384,57.7
1385,57.7
1386,57.7
1387,57.7
1388,57.7
1389,57.7
1390,57.7
1391,57.7
1392,57.7
1393,57.7
1394,57.7
1395,57.7
1396,57.7
1397,57.7
1398,57.7
1399,57.7
1400,57.7
1401,57.7
1402,57.7
1403,57.7
1404,57.7
1405,57.7
1406,57.7
1407,57.7
1408,57.7
1409,57.7
1410,57.7
1411,57.7
1412,57.7
1413,57.7
1414,57.7
1415,57.7
1416,57.7
1417,57.7
1418,57.7
1419,57.7
1420,57.7
1421,57.7
1422,57.7
1423,57.7
1424,57.7
1425,57.7
1426,57.7
1427,57.7
1428,57.7
1429,57.7
1430,57.7
1431,57.7
1432,57.7
1433,57.7
1434,57.7
1435,57.7
1436,57.7
1437,57.7
1438,57.7
1439,57.7
1440,57.7
1441,57.7
1442,57.7
1443,57.7
1444,57.7
1445,57.7
1446,57.7
1447,57.7
1448,57.7
1449,57.7
1450,57.7
1451,57.7
1452,57.7
1453,57.7
1454,57.7
1455,57.7
1456,57.7
1457,57.7
1458,57.7
1459,57.7
1460,57.7
1461,57.7
1462,57.7
1463,57.7
1464,57.7
1465,57.7
1466,57.7
1467,57.7
1468,57.7
1469,57.7
1470,57.7
1471,57.7
1472,57.7
1473,57.7
1474,57.7
1475,57.7
1476,57.7
1477,57.7
1478,57.7
1479,57.7
1480,57.7
1481,57.7
1482,57.7
1483,57.7
1484,57.7
1485,57.7
1486,57.7
1487,57.7
1488,57.7
1489,57.7
1490,57.7
1491,57.7
1492,57.7
1493,57.7
1494,57.7
1495,57.7
1496,57.7
1497,57.7
1498,57.7
1499,57.7
1500,57.7
1501,57.7
1502,57.7
1503,57.7
1504,57.7
1505,57.7
1506,57.7
1507,57.7
1508,57.7
1509,57.7
1510,57.7
1511,57.7
1512,57.7
1513,57.7
1514,57.7
1515,57.7
1516,57.7
1517,57.7
1518,57.7
1519,57.7
1520,57.7
1521,57.7
1522,57.7
1523,57.7
1524,57.7
1525,57.7
1526,57.7
1527,57.7
1528,57.7
1529,57.7
1530,57.7
1531,57.7
1532,57.7
1533,57.7
1534,57.7
1535,57.7
1536,57.7
1537,57.7
1538,57.7
1539,57.7
1540,57.7
1541,57.7
1542,57.7
1543,57.7
1544,57.7
1545,57.7
1546,57.7
1547,57.7
1548,57.7
1549,57.7
1550,57.7
1551,57.7
1552,57.7
1553,57.7
1554,57.7
1555,57.7
1556,57.7
1557,57.7
1558,57.7
1559,57.7
1560,57.7
1561,57.7
1562,57.7
1563,57.7
1564,57.7
1565,57.7
1566,57.7
1567,57.7
1568,57.7
1569,57.7
1570,57.7
1571,57.7
1572,57.7
1573,57.7
1574,57.7
1575,57.7
1576,57.7
1577,57.7
1578,57.7
1579,57.7
1580,57.7
1581,57.7
1582,57.7
1583,57.7
1584,57.7
1585,57.7
1586,57.7
1587,57.7
1588,57.7
1589,57.7
1590,57.7
1591,57.7
1592,57.7
1593,57.7
1594,57.7
1595,57.7
1596,57.7
1597,57.7
1598,57.7
1599,57.7
1600,57.7
1601,57.7
1602,57.7
1603,57.7
1604,57.7
1605,57.7
1606,57.7
1607,57.7
1608,57.7
1609,57.7
1610,57.7
1611,57.7
1612,57.7
1613,57.7
1614,57.7
1615,57.7
1616,57.7
1617,57.7
1618,57.7
1619,57.7
1620,57.7
1621,57.7
1622,57.7
1623,57.7
1624,57.7
1625,57.7
1626,57.7
1627,57.7
1628,57.7
1629,57.7
1630,57.7
1631,57.7
1632,57.7
1633,57.7
1634,57.7
1635,57.7
1636,57.7
1637,57.7
1638,57.7
1639,57.7
1640,57.7
1641,57.7
1642,57.7
1643,57.7
1644,57.7
1645,57.7
1646,57.7
1647,57.7
1648,57.7
1649,57.7
1650,57.7
1651,57.7
1652,57.7
1653,57.7
1654,57.7
1655,57.7
1656,57.7
1657,57.7
1658,57.7
1659,57.7
1660,57.7
1661,57.7
1662,57.7
1663,57.7
1664,57.7
1665,57.7
1666,57.7
1667,57.7
1668,57.7
1669,57.7
1670,57.7
1671,57.7
1672,57.7
1673,57.7
1674,57.7
1675,57.7
1676,57.7
1677,57.7
1678,57.7
1679,57.7
1680,57.7
1681,57.7
1682,57.7
1683,57.7
1684,57.7
1685,57.7
1686,57.7
1687,57.7
1688,57.7
1689,57.7
1690,57.7
1691,57.7
1692,57.7
1693,57.7
1694,57.7
1695,57.7
1696,57.7
1697,57.7
1698,57.7
1699,57.7
1700,57.7
1701,57.7
1702,57.7
1703,57.7
1704,57.7
1705,57.7
1706,57.7
1707,57.7
1708,57.7
1709,57.7
1710,57.7
1711,57.7
1712,57.7
1713,57.7
1714,57.7
1715,57.7
1716,57.7
1717,57.7
1718,57.7
1719,57.7
1720,57.7
1721,57.7
1722,57.7
1723,57.7
1724,57.7
1725,57.7
1726,57.7
1727,57.7
1728,57.7
1729,57.7
1730,57.7
1731,57.7
1732,57.7
1733,57.7
1734,57.7
1735,57.7
1736,57.7
1737,57.7
1738,57.7
1739,57.7
1740,57.7
1741,57.7
1742,57.7
1743,57.7
1744,57.7
1745,57.7
1746,57.7
1747,57.7
1748,57.7
1749,57.7
1750,57.7
1751,57.7
1752,57.7
1753,57.7
1754,57.7
1755,57.7
1756,57.7
1757,57.7
1758,57.7
1759,57.7
1760,57.7
1761,57.7
1762,57.7
1763,57.7
1764,57.7
1765,57.7
1766,57.7
1767,57.7
1768,57.7
1769,57.7
1770,57.7
1771,57.7
1772,57.7
1773,57.7
1774,57.7
1775,57.7
1776,57.7
1777,57.7
1778,57.7
1779,57.7
1780,57.7
1781,57.7
1782,57.7
1783,57.7
1784,57.7
1785,57.7
1786,57.7
1787,57.7
1788,57.7
1789,57.7
1790,57.7
1791,57.7
1792,57.7
1793,57.7
1794,57.7
1795,57.7
1796,57.7
1797,57.7
1798,57.7
1799,57.7
1800,57.7
1801,57.7
1802,57.7
1803,57.7
1804,57.7
1805,57.7
1806,57.7
1807,57.7
1808,57.7
1809,57.7
1810,57.7
1811,57.7
1812,57.7
1813,57.7
1814,57.7
1815,57.7
1816,57.7
1817,57.7
1818,57.7
1819,57.7
1820,57.7
1821,57.7
1822,57.7
1823,57.7
1824,57.7
1825,57.7
1826,57.7
1827,57.7
1828,57.7
1829,57.7
1830,57.7
1831,57.7
1832,57.7
1833,57.7
1834,57.7
1835,57.7
1836,57.7
1837,57.7
1838,57.7
1839,57.7
1840,57.7
1841,57.7
1842,57.7
1843,57.7
1844,57.7
1845,57.7
1846,57.7
1847,57.7
1848,57.7
1849,57.7
1850,57.7
1851,57.7
1852,57.7
1853,57.7
1854,57.7
1855,57.7
1856,57.7
1857,57.7
1858,57.7
1859,57.7
1860,57.7
1861,57.7
1862,57.7
1863,57.7
1864,57.7
1865,57.7
1866,57.7
1867,57.7
1868,57.7
1869,57.7
1870,57.7
1871,57.7
1872,57.7
1873,57.7
1874,57.7
1875,57.7
1876,57.7
1877,57.7
1878,57.7
1879,57.7
1880,57.7
1881,57.7
1882,57.7
1883,57.7
1884,57.7
1885,57.7
1886,57.7
1887,57.7
1888,57.7
1889,57.7
1890,57.7
1891,57.7
1892,57.7
1893,57.7
1894,57.7
1895,57.7
1896,57.7
1897,57.7
1898,57.7
1899,57.7
1900,57.7
1901,57.7
1902,57.7
1903,57.7
1904,57.7
1905,57.7
1906,57.7
1907,57.7
1908,57.7
1909,57.7
1910,57.7
1911,57.7
1912,57.7
1913,57.7
1914,57.7
1915,57.7
1916,57.7
1917,57.7
1918,57.7
1919,57.7
1920,57.7
1921,57.7
1922,57.7
1923,57.7
1924,57.7
1925,57.7
1926,57.7
1927,57.7
1928,57.7
1929,57.7
1930,57.7
1931,57.7
1932,57.7
1933,57.7
1934,57.7
1935,57.7
1936,57.7
1937,57.7
1938,57.7
1939,57.7
1940,57.7
1941,57.7
1942,57.7
1943,57.7
1944,57.7
1945,57.7
1946,57.7
1947,57.7
1948,57.7
1949,57.7
1950,57.7
1951,57.7
1952,57.7
1953,57.7
1954,57.7
1955,57.7
1956,57.7
1957,57.7
1958,57.7
1959,57.7
1960,57.7
1961,57.7
1962,57.7
1963,57.7
1964,57.7
1965,57.7
1966,57.7
1967,57.7
1968,57.7
1969,57.7
1970,57.7
1971,57.7
1972,57.7
1973,57.7
1974,57.7
1975,57.7
1976,57.7
1977,57.7
1978,57.7
1979,57.7
1980,57.7
1981,57.7
1982,57.7
1983,57.7
1984,57.7
1985,57.7
1986,57.7
1987,57.7
1988,57.7
1989,57.7
1990,57.7
1991,57.7
1992,57.7
1993,57.7
1994,57.7
1995,57.7
1996,57.7
1997,57.7
1998,57.7
1999,57.7
2000,57.7
2001,57.7
2002,57.7
2003,57.7
2004,57.7
2005,57.7
2006,57.7
2007,57.7
2008,57.7
2009,57.7
2010,57.7
2011,57.7
2012,57.7
2013,57.7
2014,57.7
2015,57.7
2016,57.7
2017,57.7
2018,57.7
2019,57.7
2020,57.7
2021,57.7
2022,57.7
2023,57.7
2024,57.7
2025,57.7
2026,57.7
2027,57.7
2028,57.7
2029,57.7
2030,57.7
2031,57.7
2032,57.7
2033,57.7
2034,57.7
2035,57.7
2036,57.7
2037,57.7
2038,57.7
2039,57.7
2040,57.7
2041,57.7
2042,57.7
2043,57.7
2044,57.7
2045,57.7
2046,57.7
2047,57.7
2048,57.7
2049,57.7
2050,57.7
2051,57.7
2052,57.7
2053,57.7
2054,57.7
2055,57.7
2056,57.7
2057,57.7
2058,57.7
2059,57.7
2060,57.7
2061,57.7
2062,57.7
2063,57.7
2064,57.7
2065,57.7
2066,57.7
2067,57.7
2068,57.7
2069,57.7
2070,57.7
2071,57.7
2072,57.7
2073,57.7
2074,57.7
2075,57.7
2076,57.7
2077,57.7
2078,57.7
2079,57.7
2080,57.7
2081,57.7
2082,57.7
2083,57.7
2084,57.7
2085,57.7
2086,57.7
2087,57.7
2088,57.7
2089,57.7
2090,57.7
2091,57.7
2092,57.7
2093,57.7
2094,57.7
2095,57.7
2096,57.7
2097,57.7
2098,57.7
2099,57.7
2100,57.7
2101,57.7
2102,57.7
2103,57.7
2104,57.7
2105,57.7
2106,57.7
2107,57.7
2108,57.7
2109,57.7
2110,57.7
2111,57.7
2112,57.7
2113,57.7
2114,57.7
2115,57.7
2116,57.7
2117,57.7
2118,57.7
2119,57.7
2120,57.7
2121,57.7
2122,57.7
2123,57.7
2124,57.7
2125,57.7
2126,57.7
2127,57.7
2128,57.7
2129,57.7
2130,57.7
2131,57.7
2132,57.7
2133,57.7
2134,57.7
2135,57.7
2136,57.7
