gen_tech,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Rooftop_PV,Solar,2020,0.5589249828939645,0.0,0
Rooftop_PV,Solar,2025,0.5589249828939645,0.0,0
Rooftop_PV,Solar,2030,0.5589249828939645,0.0,0
Rooftop_PV,Solar,2035,0.0,0.0,0
