YearMonth,year,time,TotalEbill,EnergyCharge,NonEnergyCharge,AmortizedCost,DemandCharges,PPACost,FuelCost
203102,2031,2031-02-01,1952276.6666666667,805680.0,898290.0,0.0,248306.66666666666,0,0
203103,2031,2031-03-01,1741081.6666666667,715230.0,777545.0,0.0,248306.66666666666,0,0
203104,2031,2031-04-01,2109451.6666666665,886345.0,974800.0,0.0,248306.66666666666,0,0
203105,2031,2031-05-01,2100471.6666666665,886805.0,965360.0,0.0,248306.66666666666,0,0
203106,2031,2031-06-01,2065836.6666666667,879485.0,938045.0,0.0,248306.66666666666,0,0
203107,2031,2031-07-01,2118321.6666666665,917645.0,952370.0,0.0,248306.66666666666,0,0
203108,2031,2031-08-01,1971651.6666666667,848695.0,874650.0,0.0,248306.66666666666,0,0
203109,2031,2031-09-01,2038881.6666666667,877950.0,912625.0,0.0,248306.66666666666,0,0
203110,2031,2031-10-01,2072466.6666666667,894750.0,929410.0,0.0,248306.66666666666,0,0
203111,2031,2031-11-01,1994841.6666666667,847260.0,899275.0,0.0,248306.66666666666,0,0
203112,2031,2031-12-01,1865571.6666666667,784035.0,833230.0,0.0,248306.66666666666,0,0
203201,2032,2032-01-01,2127606.6666666665,883355.0,995945.0,0.0,248306.66666666666,0,0
203202,2032,2032-02-01,1979621.6666666667,798695.0,932620.0,0.0,248306.66666666666,0,0
203203,2032,2032-03-01,1765131.6666666667,709565.0,807260.0,0.0,248306.66666666666,0,0
203204,2032,2032-04-01,2140286.6666666665,879925.0,1012055.0,0.0,248306.66666666666,0,0
203205,2032,2032-05-01,2130896.6666666665,880335.0,1002255.0,0.0,248306.66666666666,0,0
203206,2032,2032-06-01,2095261.6666666667,873060.0,973895.0,0.0,248306.66666666666,0,0
203207,2032,2032-07-01,2148956.6666666665,911880.0,988770.0,0.0,248306.66666666666,0,0
203208,2032,2032-08-01,2000181.6666666667,843800.0,908075.0,0.0,248306.66666666666,0,0
203209,2032,2032-09-01,2068326.6666666667,872520.0,947500.0,0.0,248306.66666666666,0,0
203210,2032,2032-10-01,2102491.6666666665,889255.0,964930.0,0.0,248306.66666666666,0,0
203211,2032,2032-11-01,2022921.6666666667,840970.0,933645.0,0.0,248306.66666666666,0,0
203212,2032,2032-12-01,1891656.6666666667,778280.0,865070.0,0.0,248306.66666666666,0,0
203301,2033,2033-01-01,2146456.6666666665,876745.0,1021405.0,0.0,248306.66666666666,0,0
203302,2033,2033-02-01,1996526.6666666667,791760.0,956460.0,0.0,248306.66666666666,0,0
203303,2033,2033-03-01,1780151.6666666667,703950.0,827895.0,0.0,248306.66666666666,0,0
203304,2033,2033-04-01,2159781.6666666665,873550.0,1037925.0,0.0,248306.66666666666,0,0
203305,2033,2033-05-01,2150096.6666666665,873915.0,1027875.0,0.0,248306.66666666666,0,0
203306,2033,2033-06-01,2113776.6666666665,866680.0,998790.0,0.0,248306.66666666666,0,0
203307,2033,2033-07-01,2168511.6666666665,906160.0,1014045.0,0.0,248306.66666666666,0,0
203308,2033,2033-08-01,2018536.6666666667,838940.0,931290.0,0.0,248306.66666666666,0,0
203309,2033,2033-09-01,2087166.6666666667,867135.0,971725.0,0.0,248306.66666666666,0,0
203310,2033,2033-10-01,2121696.6666666665,883795.0,989595.0,0.0,248306.66666666666,0,0
203311,2033,2033-11-01,2040546.6666666667,834730.0,957510.0,0.0,248306.66666666666,0,0
203312,2033,2033-12-01,1908061.6666666667,772570.0,887185.0,0.0,248306.66666666666,0,0
203401,2034,2034-01-01,2171461.6666666665,870180.0,1052975.0,0.0,248306.66666666666,0,0
203402,2034,2034-02-01,2019211.6666666667,784880.0,986025.0,0.0,248306.66666666666,0,0
203403,2034,2034-03-01,1800161.6666666667,698375.0,853480.0,0.0,248306.66666666666,0,0
203404,2034,2034-04-01,2185516.6666666665,867210.0,1070000.0,0.0,248306.66666666666,0,0
203405,2034,2034-05-01,2175481.6666666665,867535.0,1059640.0,0.0,248306.66666666666,0,0
203406,2034,2034-06-01,2138321.6666666665,860355.0,1029660.0,0.0,248306.66666666666,0,0
203407,2034,2034-07-01,2194176.6666666665,900485.0,1045385.0,0.0,248306.66666666666,0,0
203408,2034,2034-08-01,2042486.6666666667,834110.0,960070.0,0.0,248306.66666666666,0,0
203409,2034,2034-09-01,2111846.6666666665,861785.0,1001755.0,0.0,248306.66666666666,0,0
203410,2034,2034-10-01,2146861.6666666665,878375.0,1020180.0,0.0,248306.66666666666,0,0
203411,2034,2034-11-01,2063946.6666666667,828535.0,987105.0,0.0,248306.66666666666,0,0
203412,2034,2034-12-01,1929811.6666666667,766900.0,914605.0,0.0,248306.66666666666,0,0
203501,2035,2035-01-01,1990466.8333333333,769648.5,965585.0,0.0,255233.33333333334,0,0
203502,2035,2035-02-01,1977525.3333333333,747498.0,974794.0,0.0,255233.33333333334,0,0
203503,2035,2035-03-01,1900460.3333333333,725538.0,919689.0,0.0,255233.33333333334,0,0
203504,2035,2035-04-01,2153858.3333333335,833122.0,1065503.0,0.0,255233.33333333334,0,0
203505,2035,2035-05-01,2171847.3333333335,845765.0,1070849.0,0.0,255233.33333333334,0,0
203506,2035,2035-06-01,2178116.3333333335,858212.5,1064670.5,0.0,255233.33333333334,0,0
203507,2035,2035-07-01,2158324.3333333335,864207.0,1038884.0,0.0,255233.33333333334,0,0
203508,2035,2035-08-01,2186862.8333333335,881516.0,1050113.5,0.0,255233.33333333334,0,0
203509,2035,2035-09-01,2252146.3333333335,906217.5,1090695.5,0.0,255233.33333333334,0,0
203510,2035,2035-10-01,2277559.3333333335,918190.0,1104136.0,0.0,255233.33333333334,0,0
203511,2035,2035-11-01,2149783.3333333335,847630.5,1046919.5,0.0,255233.33333333334,0,0
203512,2035,2035-12-01,2141633.8333333335,843548.0,1042852.5,0.0,255233.33333333334,0,0
203601,2036,2036-01-01,2235168.3333333335,860950.0,1118985.0,0.0,255233.33333333334,0,0
203602,2036,2036-02-01,2073093.3333333333,772690.0,1045170.0,0.0,255233.33333333334,0,0
203603,2036,2036-03-01,1851928.3333333333,690090.0,906605.0,0.0,255233.33333333334,0,0
203604,2036,2036-04-01,2252298.3333333335,859095.0,1137970.0,0.0,255233.33333333334,0,0
203605,2036,2036-05-01,2241003.3333333335,859115.0,1126655.0,0.0,255233.33333333334,0,0
203606,2036,2036-06-01,2205043.3333333335,853335.0,1096475.0,0.0,255233.33333333334,0,0
203607,2036,2036-07-01,2262243.3333333335,894470.0,1112540.0,0.0,255233.33333333334,0,0
203608,2036,2036-08-01,2108138.3333333335,830180.0,1022725.0,0.0,255233.33333333334,0,0
203609,2036,2036-09-01,2176013.3333333335,855515.0,1065265.0,0.0,255233.33333333334,0,0
203610,2036,2036-10-01,2209138.3333333335,870705.0,1083200.0,0.0,255233.33333333334,0,0
203611,2036,2036-11-01,2121358.3333333335,818680.0,1047445.0,0.0,255233.33333333334,0,0
203612,2036,2036-12-01,1987233.3333333333,759475.0,972525.0,0.0,255233.33333333334,0,0
203701,2037,2037-01-01,2260408.3333333335,854480.0,1150695.0,0.0,255233.33333333334,0,0
203702,2037,2037-02-01,2095958.3333333333,765940.0,1074785.0,0.0,255233.33333333334,0,0
203703,2037,2037-03-01,1872148.3333333333,684620.0,932295.0,0.0,255233.33333333334,0,0
203704,2037,2037-04-01,2278288.3333333335,852840.0,1170215.0,0.0,255233.33333333334,0,0
203705,2037,2037-05-01,2266638.3333333335,852825.0,1158580.0,0.0,255233.33333333334,0,0
203706,2037,2037-06-01,2229883.3333333335,847105.0,1127545.0,0.0,255233.33333333334,0,0
203707,2037,2037-07-01,2288173.3333333335,888875.0,1144065.0,0.0,255233.33333333334,0,0
203708,2037,2037-08-01,2132348.3333333335,825410.0,1051705.0,0.0,255233.33333333334,0,0
203709,2037,2037-09-01,2200923.3333333335,850240.0,1095450.0,0.0,255233.33333333334,0,0
203710,2037,2037-10-01,2234493.3333333335,865370.0,1113890.0,0.0,255233.33333333334,0,0
203711,2037,2037-11-01,2144968.3333333335,812610.0,1077125.0,0.0,255233.33333333334,0,0
203712,2037,2037-12-01,2009213.3333333333,753900.0,1000080.0,0.0,255233.33333333334,0,0
203801,2038,2038-01-01,2287728.3333333335,848050.0,1184445.0,0.0,255233.33333333334,0,0
203802,2038,2038-02-01,2120783.3333333335,759235.0,1106315.0,0.0,255233.33333333334,0,0
203803,2038,2038-03-01,1894063.3333333333,679185.0,959645.0,0.0,255233.33333333334,0,0
203804,2038,2038-04-01,2306398.3333333335,846620.0,1204545.0,0.0,255233.33333333334,0,0
203805,2038,2038-05-01,2294378.3333333335,846580.0,1192565.0,0.0,255233.33333333334,0,0
203806,2038,2038-06-01,2256768.3333333335,840915.0,1160620.0,0.0,255233.33333333334,0,0
203807,2038,2038-07-01,2316173.3333333335,883315.0,1177625.0,0.0,255233.33333333334,0,0
203808,2038,2038-08-01,2158463.3333333335,820675.0,1082555.0,0.0,255233.33333333334,0,0
203809,2038,2038-09-01,2227823.3333333335,845005.0,1127585.0,0.0,255233.33333333334,0,0
203810,2038,2038-10-01,2261868.3333333335,860070.0,1146565.0,0.0,255233.33333333334,0,0
203811,2038,2038-11-01,2170533.3333333335,806580.0,1108720.0,0.0,255233.33333333334,0,0
203812,2038,2038-12-01,2033013.3333333333,748360.0,1029420.0,0.0,255233.33333333334,0,0
203901,2039,2039-01-01,2315093.3333333335,841660.0,1218200.0,0.0,255233.33333333334,0,0
203902,2039,2039-02-01,2145653.3333333335,752580.0,1137840.0,0.0,255233.33333333334,0,0
203903,2039,2039-03-01,1916013.3333333333,673790.0,986990.0,0.0,255233.33333333334,0,0
203904,2039,2039-04-01,2334543.3333333335,840440.0,1238870.0,0.0,255233.33333333334,0,0
203905,2039,2039-05-01,2322153.3333333335,840370.0,1226550.0,0.0,255233.33333333334,0,0
203906,2039,2039-06-01,2283698.3333333335,834770.0,1193695.0,0.0,255233.33333333334,0,0
203907,2039,2039-07-01,2344213.3333333335,877795.0,1211185.0,0.0,255233.33333333334,0,0
203908,2039,2039-08-01,2184598.3333333335,815960.0,1113405.0,0.0,255233.33333333334,0,0
203909,2039,2039-09-01,2254753.3333333335,839800.0,1159720.0,0.0,255233.33333333334,0,0
203910,2039,2039-10-01,2289273.3333333335,854800.0,1179240.0,0.0,255233.33333333334,0,0
203911,2039,2039-11-01,2196138.3333333335,800590.0,1140315.0,0.0,255233.33333333334,0,0
203912,2039,2039-12-01,2056853.3333333333,742865.0,1058755.0,0.0,255233.33333333334,0,0
