timeseries,GenVariableOMCostsInTP,FuelCostsPerTP,PurchasedPowerCost,NonEnergyCharge
202305,0,0,141335,153499
202306,0,0,141392,149151
202307,0,0,142759,151431
202308,0,0,129799,139070
202309,0,0,136736,145114
202310,0,0,139895,147787
202311,0,0,139311,142997
202312,0,0,129150,132489
202401,0,0,147280,162107
202402,0,0,138288,151808
202403,0,0,120145,131396
202404,0,0,145804,164726
202405,0,0,146866,163132
202406,0,0,146490,158511
202407,0,0,148293,160934
202408,0,0,135232,147797
202409,0,0,142432,154220
202410,0,0,145508,157061
202411,0,0,144048,151971
202412,0,0,133334,140803
202501,0,0,36941.8,42706.6
202501,0,0,50441,58312.3
202501,0,0,46889.6,54206.7
202502,0,0,37705.7,43670.4
202502,0,0,50475.8,58460.5
202502,0,0,47149,54607.5
202503,0,0,50932.6,58742.4
202503,0,0,40981.1,47265
202503,0,0,36040.7,41567
202504,0,0,42826.5,50928.4
202504,0,0,49828,59254.3
202504,0,0,51338.1,61050.1
202505,0,0,52176.4,61089.8
202505,0,0,44459.7,52054.8
202505,0,0,50118.9,58680.9
202506,0,0,51392.4,58681.6
202506,0,0,49936.1,57018.7
202506,0,0,48227.7,55067.9
202507,0,0,50725.9,57890.2
202507,0,0,41498.4,47359.5
202507,0,0,53721,61308.3
202508,0,0,43877.4,50375.5
202508,0,0,46307,53164.9
202508,0,0,56453.8,64814.4
202509,0,0,45991.8,52472.4
202509,0,0,58882.5,67179.6
202509,0,0,48623.7,55475.1
202510,0,0,48051.6,54661.8
202510,0,0,49665.1,56497.3
202510,0,0,58322.6,66345.8
202511,0,0,57227.1,63949.8
202511,0,0,44517.6,49747.3
202511,0,0,48919.4,54666.1
202512,0,0,59198.1,66196.2
202512,0,0,45294.5,50649
202512,0,0,45413,50781.5
202601,0,0,154077,186341
202602,0,0,143394,174502
202603,0,0,124849,151039
202604,0,0,152176,189352
202605,0,0,153025,187519
202606,0,0,152406,182207
202607,0,0,155320,184993
202608,0,0,142044,169892
202609,0,0,148973,177275
202610,0,0,152217,180541
202611,0,0,149316,174690
202612,0,0,138328,161853
202701,0,0,156661,197950
202702,0,0,145126,185373
202703,0,0,126553,160448
202704,0,0,154502,201147
202705,0,0,155170,199201
202706,0,0,154377,193558
202707,0,0,157690,196517
202708,0,0,144310,180476
202709,0,0,151007,188318
202710,0,0,154163,191788
202711,0,0,150518,185572
202712,0,0,139359,171935
202801,0,0,157759,210372
202802,0,0,145600,197007
202803,0,0,127186,170517
202804,0,0,155362,213771
202805,0,0,155766,211702
202806,0,0,154713,205705
202807,0,0,158195,208850
202808,0,0,144714,191802
202809,0,0,151039,200137
202810,0,0,153975,203824
202811,0,0,149690,197218
202812,0,0,138431,182726
202901,0,0,158425,223202
202902,0,0,145481,209022
202903,0,0,127110,180917
202904,0,0,155564,226808
202905,0,0,155946,224613
202906,0,0,154877,218251
202907,0,0,158788,221587
202908,0,0,145448,203500
202909,0,0,151646,212343
202910,0,0,154621,216255
202911,0,0,149819,209246
202912,0,0,138599,193870
203001,0,0,38707,59212.5
203001,0,0,52851.2,80849.7
203001,0,0,49130,75157.3
203002,0,0,38671.8,60548.8
203002,0,0,51769,81055.3
203002,0,0,48357,75713.1
203003,0,0,52598.3,81446.1
203003,0,0,42321.4,65532.8
203003,0,0,37219.3,57632.4
203004,0,0,44602.9,70612
203004,0,0,51894.8,82155.9
203004,0,0,53467.5,84645.7
203005,0,0,54150.5,84700.8
203005,0,0,46141.9,72173.8
203005,0,0,52015.2,81360.8
203006,0,0,53161.5,81361.8
203006,0,0,51655,79056.1
203006,0,0,49887.8,76351.5
203007,0,0,53106.6,80264.6
203007,0,0,43446,65663.7
203007,0,0,56242.2,85003.7
203008,0,0,46154.9,69845.4
203008,0,0,48710.6,73712.9
203008,0,0,59384.1,89864.9
203009,0,0,47986.1,72752.8
203009,0,0,61435.7,93144.2
203009,0,0,50732,76916
203010,0,0,50055.4,75788.4
203010,0,0,51736.2,78333.2
203010,0,0,60754.8,91988.2
203011,0,0,58442.7,88666.2
203011,0,0,45463.2,68974.4
203011,0,0,49958.5,75794.4
203012,0,0,60424.6,91780.8
203012,0,0,46232.9,70224.6
203012,0,0,46353.9,70408.4
203101,0,0,158596,258434
203102,0,0,144565,242015
203103,0,0,126745,209474
203104,0,0,155719,262609
203105,0,0,156061,260068
203106,0,0,154974,252701
203107,0,0,159787,256564
203108,0,0,146763,235621
203109,0,0,152685,245860
203110,0,0,155735,250390
203111,0,0,149855,242275
203112,0,0,138728,224471
203201,0,0,158548,273301
203202,0,0,143957,255937
203203,0,0,126448,221524
203204,0,0,155662,277716
203205,0,0,155988,275028
203206,0,0,154900,267238
203207,0,0,160187,271323
203208,0,0,147340,249176
203209,0,0,153109,260003
203210,0,0,156196,264794
203211,0,0,149754,256212
203212,0,0,138683,237384
203301,0,0,158405,285927
203302,0,0,143243,267761
203303,0,0,126071,231758
203304,0,0,155511,290546
203305,0,0,155821,287734
203306,0,0,154738,279584
203307,0,0,160515,283858
203308,0,0,147857,260687
203309,0,0,153466,272015
203310,0,0,156588,277027
203311,0,0,149568,268049
203312,0,0,138560,248351
203401,0,0,158162,300997
203402,0,0,142418,281874
203403,0,0,125609,243973
203404,0,0,155260,305860
203405,0,0,155557,302900
203406,0,0,154485,294320
203407,0,0,160768,298819
203408,0,0,148313,274427
203409,0,0,153752,286352
203410,0,0,156909,291629
203411,0,0,149293,282176
203412,0,0,138355,261441
203501,0,0,38715.6,77438.5
203501,0,0,52841.7,105693
203501,0,0,49092.7,98194.6
203502,0,0,38005.4,79409
203502,0,0,50674.3,105880
203502,0,0,47248.2,98721.1
203503,0,0,52087.7,106566
203503,0,0,41856.1,85633.2
203503,0,0,37027.9,75755.2
203504,0,0,44577.9,92306.7
203504,0,0,51908.7,107487
203504,0,0,53433.9,110645
203505,0,0,54233.1,111008
203505,0,0,46201.9,94569.4
203505,0,0,51990.5,106418
203506,0,0,53207.4,106548
203506,0,0,51718.8,103567
203506,0,0,49977.5,100080
203507,0,0,53969,105085
203507,0,0,44301.2,86260.1
203507,0,0,57180.5,111338
203508,0,0,47357.2,91653.5
203508,0,0,49913.6,96600.9
203508,0,0,60815.3,117700
203509,0,0,48886.1,95351.5
203509,0,0,62449.8,121807
203509,0,0,51586.9,100619
203510,0,0,50921.3,99097.8
203510,0,0,52573.4,102313
203510,0,0,61807.3,120283
203511,0,0,58277.9,115802
203511,0,0,45437.1,90286.2
203511,0,0,49790.1,98935.8
203512,0,0,60387.6,119921
203512,0,0,46256.8,91859.4
203512,0,0,46356.8,92058
203601,0,0,158067,332422
203602,0,0,140681,310494
203603,0,0,124923,269330
203604,0,0,155259,338063
203605,0,0,155496,334701
203606,0,0,154704,325735
203607,0,0,161999,330508
203608,0,0,150065,303825
203609,0,0,154894,316464
203610,0,0,157885,321791
203611,0,0,148904,311169
203612,0,0,138388,288913
203701,0,0,157493,348788
203702,0,0,139491,325780
203703,0,0,124180,282589
203704,0,0,154677,354706
203705,0,0,154907,351179
203706,0,0,154145,341771
203707,0,0,162002,346779
203708,0,0,150317,318783
203709,0,0,154944,332043
203710,0,0,157966,337633
203711,0,0,148334,326488
203712,0,0,137911,303136
203801,0,0,156800,366176
203802,0,0,138168,342021
203803,0,0,123336,296678
203804,0,0,153975,372389
203805,0,0,154200,368686
203806,0,0,153475,358810
203807,0,0,161914,364067
203808,0,0,150492,334675
203809,0,0,154906,348597
203810,0,0,157959,354465
203811,0,0,147658,342765
203812,0,0,137335,318248
203901,0,0,155981,384178
203902,0,0,136707,358835
203903,0,0,122385,311263
203904,0,0,153147,390696
203905,0,0,153370,386812
203906,0,0,152689,376450
203907,0,0,161729,381966
203908,0,0,150587,351129
203909,0,0,154777,365735
203910,0,0,157859,371891
203911,0,0,146870,359616
203912,0,0,136655,333894
