year,TotalCredit,PV_Gen
2025,27.154478275273146,27218.0
2026,30.175641701819526,27218.0
2027,32.03880514422368,27218.0
2028,31.518431979504253,27218.0
2029,31.111239308896717,27218.0
2030,30.544758725178216,27218.0
2031,29.891115808934533,27218.0
2032,29.151104978312702,27218.0
2033,28.325465615358652,27218.0
2034,27.415009276423,27218.0
2035,26.420418410659817,27218.0
2036,25.342424796860595,27218.0
2037,24.181681956882272,27218.0
2038,22.9388859335479,27218.0
2039,21.614683967678324,27218.0
