timestamp,GenVariableOMCostsInTP,FuelCostsPerTP,PurchasedPowerCost,NonEnergyCharge
20200105,0,0,711.727,302.387
20200105,0,0,690.659,293.436
20200105,0,0,669.79,284.57
20200105,0,0,664.437,282.295
20200105,0,0,663.941,282.084
20200105,0,0,662.256,281.368
20200105,0,0,663.297,281.811
20200105,0,0,657.745,279.452
20200105,0,0,658.538,279.789
20200105,0,0,656.307,278.841
20200105,0,0,657.299,279.262
20200105,0,0,654.771,278.188
20200105,0,0,648.574,275.556
20200105,0,0,653.482,277.641
20200105,0,0,652.837,277.367
20200105,0,0,653.829,277.788
20200105,0,0,653.73,277.746
20200105,0,0,658.34,279.705
20200105,0,0,661.066,280.863
20200105,0,0,656.654,278.988
20200105,0,0,659.381,280.147
20200105,0,0,683.521,290.403
20200105,0,0,702.804,298.596
20200105,0,0,732.397,311.169
20200105,0,0,746.079,316.982
20200105,0,0,711.776,302.408
20200105,0,0,668.452,284.001
20200105,0,0,657.249,279.241
20200105,0,0,648.921,275.703
20200105,0,0,647.666,275.17
20200105,0,0,637.191,270.719
20200105,0,0,597.355,253.794
20200105,0,0,604.71,256.919
20200105,0,0,622.151,264.329
20200105,0,0,620.755,263.736
20200105,0,0,622.975,264.679
20200105,0,0,622.963,264.674
20200105,0,0,582.625,247.536
20200105,0,0,574.607,244.13
20200105,0,0,618.259,262.676
20200105,0,0,625.228,265.637
20200105,0,0,635.28,269.907
20200105,0,0,646.273,274.578
20200105,0,0,636.146,270.275
20200105,0,0,630.926,268.057
20200105,0,0,647.446,275.076
20200105,0,0,655.242,278.388
20200105,0,0,668.759,284.131
20200105,0,0,669.784,284.567
20200105,0,0,667.691,283.678
20200105,0,0,668.077,283.842
20200105,0,0,675.25,286.889
20200105,0,0,678.061,288.083
20200105,0,0,680.74,289.221
20200105,0,0,684.41,290.781
20200105,0,0,686.241,291.559
20200105,0,0,665.865,282.902
20200105,0,0,687.827,292.233
20200105,0,0,715.539,304.006
20200105,0,0,730.249,310.256
20200105,0,0,749.966,318.633
20200105,0,0,764.122,324.648
20200105,0,0,762.415,323.923
20200105,0,0,758.943,322.447
