timestamp,GenVariableOMCostsInTP,FuelCostsPerTP,PurchasedPowerCost,NonEnergyCharge
20200105,0,0,673.288,302.387
20200105,0,0,653.359,293.436
20200105,0,0,633.617,284.57
20200105,0,0,628.553,282.295
20200105,0,0,628.084,282.084
20200105,0,0,626.489,281.368
20200105,0,0,627.474,281.811
20200105,0,0,622.222,279.452
20200105,0,0,622.972,279.789
20200105,0,0,620.862,278.841
20200105,0,0,621.8,279.262
20200105,0,0,619.408,278.188
20200105,0,0,613.547,275.556
20200105,0,0,618.189,277.641
20200105,0,0,617.58,277.367
20200105,0,0,618.517,277.788
20200105,0,0,618.424,277.746
20200105,0,0,622.785,279.705
20200105,0,0,625.364,280.863
20200105,0,0,621.19,278.988
20200105,0,0,623.769,280.147
20200105,0,0,646.606,290.403
20200105,0,0,664.848,298.596
20200105,0,0,692.843,311.169
20200105,0,0,705.785,316.982
20200105,0,0,673.335,302.408
20200105,0,0,632.351,284.001
20200105,0,0,621.753,279.241
20200105,0,0,613.875,275.703
20200105,0,0,612.688,275.17
20200105,0,0,602.778,270.719
20200105,0,0,565.094,253.794
20200105,0,0,572.051,256.919
20200105,0,0,588.55,264.329
20200105,0,0,587.23,263.736
20200105,0,0,589.33,264.679
20200105,0,0,589.319,264.674
20200105,0,0,551.159,247.536
20200105,0,0,543.574,244.13
20200105,0,0,584.868,262.676
20200105,0,0,591.462,265.637
20200105,0,0,600.97,269.907
20200105,0,0,611.37,274.578
20200105,0,0,601.79,270.275
20200105,0,0,596.851,268.057
20200105,0,0,612.479,275.076
20200105,0,0,619.854,278.388
20200105,0,0,632.641,284.131
20200105,0,0,633.611,284.567
20200105,0,0,631.631,283.678
20200105,0,0,631.996,283.842
20200105,0,0,638.782,286.889
20200105,0,0,641.441,288.083
20200105,0,0,643.975,289.221
20200105,0,0,647.447,290.781
20200105,0,0,649.179,291.559
20200105,0,0,629.904,282.902
20200105,0,0,650.68,292.233
20200105,0,0,676.895,304.006
20200105,0,0,690.811,310.256
20200105,0,0,709.463,318.633
20200105,0,0,722.854,324.648
20200105,0,0,721.24,323.923
20200105,0,0,717.955,322.447
20200105,0,0,730.004,327.859
20200105,0,0,726.817,326.427
20200105,0,0,732.116,328.807
20200105,0,0,724.723,325.487
20200105,0,0,725.067,325.641
20200105,0,0,716.778,321.919
20200105,0,0,715.946,321.545
20200105,0,0,717.946,322.444
20200105,0,0,722.901,324.669
20200105,0,0,742.69,333.556
20200105,0,0,755.21,339.179
20200105,0,0,772.42,346.909
20200105,0,0,774.952,348.046
20200105,0,0,770.075,345.856
20200105,0,0,766.465,344.234
20200105,0,0,763.463,342.886
20200105,0,0,757.93,340.401
20200105,0,0,760.322,341.475
20200105,0,0,748.692,336.252
20200105,0,0,753.475,338.4
20200105,0,0,750.099,336.884
20200105,0,0,747.145,335.557
20200105,0,0,732.842,329.134
20200105,0,0,729.513,327.638
20200105,0,0,728.434,327.154
20200105,0,0,729.56,327.659
20200105,0,0,719.665,323.216
20200105,0,0,717.555,322.268
20200105,0,0,709.865,318.814
20200105,0,0,713.335,320.372
20200105,0,0,709.771,318.772
20200105,0,0,706.16,317.15
20200109,0,0,719.196,323.005
20200109,0,0,699.736,314.265
20200109,0,0,681.635,306.135
20200109,0,0,676.571,303.861
20200109,0,0,671.928,301.776
20200109,0,0,667.521,299.796
20200109,0,0,665.317,298.806
20200109,0,0,661.706,297.185
20200109,0,0,657.72,295.395
20200109,0,0,657.907,295.479
20200109,0,0,658.892,295.921
20200109,0,0,657.861,295.458
20200109,0,0,656.876,295.016
20200109,0,0,659.408,296.153
20200109,0,0,656.266,294.742
20200109,0,0,653.124,293.331
20200109,0,0,654.672,294.026
20200109,0,0,656.829,294.994
20200109,0,0,656.501,294.847
20200109,0,0,658.048,295.542
20200109,0,0,660.299,296.553
20200109,0,0,687.825,308.915
20200109,0,0,725.668,325.911
20200109,0,0,760.556,341.58
20200109,0,0,784.987,352.553
20200109,0,0,833.24,374.224
20200109,0,0,876.288,393.558
20200109,0,0,889.183,399.349
20200109,0,0,891.481,400.381
20200109,0,0,907.383,407.523
20200109,0,0,911.046,409.168
20200109,0,0,926.804,416.245
20200109,0,0,936.466,420.585
20200109,0,0,962.551,432.3
20200109,0,0,981.742,440.919
20200109,0,0,1006.58,452.074
20200109,0,0,1023.26,459.564
20200109,0,0,1035.4,465.02
20200109,0,0,1048.3,470.812
20200109,0,0,1069.44,480.305
20200109,0,0,1074.91,482.764
20200109,0,0,1081.26,485.614
20200109,0,0,1087.18,488.274
20200109,0,0,1100.66,494.329
20200109,0,0,1099.8,493.939
20200109,0,0,1110.97,498.958
20200109,0,0,1118.02,502.123
20200109,0,0,1110.53,498.762
20200109,0,0,1100.24,494.138
20200109,0,0,1107.87,497.566
20200109,0,0,1114.94,500.74
20200109,0,0,1119.1,502.607
20200109,0,0,1118.19,502.199
20200109,0,0,1116.62,501.497
20200109,0,0,1122.33,504.058
20200109,0,0,1127.61,506.431
20200109,0,0,1126.42,505.898
20200109,0,0,1127.67,506.46
20200109,0,0,1128.31,506.748
