timeseries,GenVariableOMCostsInTP,FuelCostsPerTP,PurchasedPowerCost,NonEnergyCharge
202603,0,0,116023,151039
202604,0,0,134944,189352
202605,0,0,135233,187519
202606,0,0,129045,182207
202607,0,0,130831,184993
202608,0,0,119334,169892
202609,0,0,130601,177275
202610,0,0,140495,180541
202611,0,0,148253,174690
202612,0,0,142321,161853
202701,0,0,152563,197950
202702,0,0,136805,185373
202703,0,0,113337,160448
202704,0,0,131717,201147
202705,0,0,131295,199201
202706,0,0,125336,193558
202707,0,0,126973,196517
202708,0,0,115553,180476
202709,0,0,126595,188318
202710,0,0,137080,191788
202711,0,0,145396,185572
202712,0,0,140628,171935
202801,0,0,149737,210372
202802,0,0,132806,197007
202803,0,0,109402,170517
202804,0,0,126979,213771
202805,0,0,125751,211702
202806,0,0,120128,205705
202807,0,0,121448,208850
202808,0,0,110143,191802
202809,0,0,120743,200137
202810,0,0,131593,203824
202811,0,0,140373,197218
202812,0,0,136775,182726
202901,0,0,146187,223202
202902,0,0,128015,209022
202903,0,0,104643,180917
202904,0,0,121443,226808
202905,0,0,119510,224613
202906,0,0,114424,218251
202907,0,0,115526,221587
202908,0,0,104460,203500
202909,0,0,114803,212343
202910,0,0,126325,216255
202911,0,0,135946,209246
202912,0,0,133850,193870
203001,0,0,34636.2,59212.5
203001,0,0,47292.8,80849.7
203001,0,0,43963,75157.3
203002,0,0,32716,60548.8
203002,0,0,43796.1,81055.3
203002,0,0,40909.6,75713.1
203003,0,0,41240.5,81446.1
203003,0,0,33182.7,65532.8
203003,0,0,29182.3,57632.4
203004,0,0,33087.5,70612
203004,0,0,38496.8,82155.9
203004,0,0,39663.4,84645.7
203005,0,0,39136,84700.8
203005,0,0,33347.9,72173.8
203005,0,0,37592.7,81360.8
203006,0,0,37140,81361.8
203006,0,0,36087.5,79056.1
203006,0,0,34852.9,76351.5
203007,0,0,36364,80264.6
203007,0,0,29749,65663.7
203007,0,0,38511,85003.7
203008,0,0,31031.3,69845.4
203008,0,0,32749.6,73712.9
203008,0,0,39925.7,89864.9
203009,0,0,34152.8,72752.8
203009,0,0,43725.3,93144.2
203009,0,0,36107.2,76916
203010,0,0,38882.3,75788.4
203010,0,0,40187.9,78333.2
203010,0,0,47193.4,91988.2
203011,0,0,51137.9,88666.2
203011,0,0,39780.7,68974.4
203011,0,0,43714.1,75794.4
203012,0,0,56922.8,91780.8
203012,0,0,43553.6,70224.6
203012,0,0,43667.6,70408.4
203101,0,0,142556,258434
203102,0,0,123031,242015
203103,0,0,99517.2,209474
203104,0,0,115586,262609
203105,0,0,112738,260068
203106,0,0,108250,252701
203107,0,0,109048,256564
203108,0,0,98216.7,235621
203109,0,0,108357,245860
203110,0,0,120889,250390
203111,0,0,131773,242275
203112,0,0,131598,224471
203201,0,0,143226,273301
203202,0,0,123320,255937
203203,0,0,99465.5,221524
203204,0,0,115662,277716
203205,0,0,112676,275028
203206,0,0,108219,267238
203207,0,0,108982,271323
203208,0,0,98163.5,249176
203209,0,0,108371,260003
203210,0,0,121198,264794
203211,0,0,132398,256212
203212,0,0,132540,237384
203301,0,0,143887,285927
203302,0,0,123598,267761
203303,0,0,99393.1,231758
203304,0,0,115718,290546
203305,0,0,112589,287734
203306,0,0,108168,279584
203307,0,0,108892,283858
203308,0,0,98088.3,260687
203309,0,0,108362,272015
203310,0,0,121491,277027
203311,0,0,133018,268049
203312,0,0,133486,248351
203401,0,0,144540,300997
203402,0,0,123863,281874
203403,0,0,99298.8,243973
203404,0,0,115753,305860
203405,0,0,112479,302900
203406,0,0,108098,294320
203407,0,0,108778,298819
203408,0,0,97990.8,274427
203409,0,0,108330,286352
203410,0,0,121766,291629
203411,0,0,133632,282176
203412,0,0,134436,261441
203501,0,0,35616.9,77438.5
203501,0,0,48612.3,105693
203501,0,0,45163.4,98194.6
203502,0,0,33341.2,79409
203502,0,0,44455.3,105880
203502,0,0,41449.7,98721.1
203503,0,0,41309.9,106566
203503,0,0,33195.3,85633.2
203503,0,0,29366.2,75755.2
203504,0,0,33315,92306.7
203504,0,0,38793.7,107487
203504,0,0,39933.5,110645
203505,0,0,39259.6,111008
203505,0,0,33445.8,94569.4
203505,0,0,37636.1,106418
203506,0,0,37284.1,106548
203506,0,0,36241,103567
203506,0,0,35020.8,100080
203507,0,0,36429.9,105085
203507,0,0,29903.9,86260.1
203507,0,0,38597.6,111338
203508,0,0,31168.5,91653.5
203508,0,0,32850.9,96600.9
203508,0,0,40025.9,117700
203509,0,0,34379.4,95351.5
203509,0,0,43918.1,121807
203509,0,0,36278.7,100619
203510,0,0,39538.7,99097.8
203510,0,0,40821.6,102313
203510,0,0,47991.4,120283
203511,0,0,52531.3,115802
203511,0,0,40956.7,90286.2
203511,0,0,44880.5,98935.8
203512,0,0,59218,119921
203512,0,0,45360.9,91859.4
203512,0,0,45459,92058
203601,0,0,145506,332422
203602,0,0,123685,310494
203603,0,0,98856.9,269330
203604,0,0,115653,338063
203605,0,0,112213,334701
203606,0,0,108071,325735
203607,0,0,108650,330508
203608,0,0,97894.6,303825
203609,0,0,108077,316464
203610,0,0,121756,321791
203611,0,0,134229,311169
203612,0,0,136303,288913
203701,0,0,145136,348788
203702,0,0,122982,325780
203703,0,0,98090.2,282589
203704,0,0,114880,354706
203705,0,0,111477,351179
203706,0,0,107383,341771
203707,0,0,107971,346779
203708,0,0,97195.2,318783
203709,0,0,107271,332043
203710,0,0,120996,337633
203711,0,0,133780,326488
203712,0,0,136504,303136
203801,0,0,144723,366176
203802,0,0,122239,342021
203803,0,0,97284.9,296678
203804,0,0,114061,372389
203805,0,0,110700,368686
203806,0,0,106657,358810
203807,0,0,107251,364067
203808,0,0,96453.6,334675
203809,0,0,106416,348597
203810,0,0,120183,354465
203811,0,0,133291,342765
203812,0,0,136687,318248
203901,0,0,144269,384178
203902,0,0,121457,358835
203903,0,0,96440.2,311263
203904,0,0,113197,390696
203905,0,0,109880,386812
203906,0,0,105894,376450
203907,0,0,106489,381966
203908,0,0,95669.5,351129
203909,0,0,105513,365735
203910,0,0,119316,371891
203911,0,0,132764,359616
203912,0,0,136851,333894
