TIMEPOINTS_1,PurchasePower
956,10.50552
957,10.296
958,10.21752
959,10.13616
960,10.0944
961,11.51928
962,11.02968
963,10.89504
964,10.84032
965,10.79352
966,10.66536
967,10.60128
968,10.48968
969,10.40112
970,10.35504
971,10.32264
972,10.26
973,10.21104
974,10.16856
975,10.08504
976,10.11384
977,10.06056
978,10.15704
979,10.21104
980,10.1052
981,10.21968
982,10.8
983,11.45736
984,11.56032
985,11.73384
986,12.598252350000001
987,13.449704729999999
988,13.460676450000001
989,13.4918082
990,13.60870485
991,13.789681499999999
992,14.039472
993,14.392222499999999
994,14.84839485
995,15.1713672
996,15.575567099999999
997,15.891927
998,16.193942699999997
999,16.287158400000003
1000,16.4426283
1001,16.6398582
1002,16.70149785
1003,16.786897500000002
1004,17.022556950000002
1005,16.967336399999994
1006,17.0116647
1007,17.097033
1008,17.127367500000002
1009,17.293782
1010,17.5544373
1011,17.625012599999998
1012,17.69336745
1013,17.7264423
1014,17.63126085
1015,17.546879400000005
1016,17.4257085
1017,17.422617600000002
1018,17.40065565
1019,17.3664537
1020,17.4616131
1021,17.3897325
1022,17.36117085
1023,17.3167692
1024,16.9597986
1025,17.000268
1026,17.13095355
1027,17.1644391
1028,16.689453599999997
1029,16.353428100000002
1030,15.93876828
1031,15.65010846
1032,15.515065230000001
1033,15.407381999999998
1034,15.384064950000003
1035,15.3045879
1036,15.299053949999998
1037,15.23232
1038,14.94864
1039,14.7816
1040,14.75928
1041,14.730479999999998
1042,14.35176
1043,14.00832
1044,14.00472
1045,13.92624
1046,13.4064
1047,13.194720000000002
1048,13.11984
1049,12.96864
1050,12.68712
1051,12.55536
1052,12.41208
1053,12.22488
1054,12.13848
1055,11.90376
1056,11.6928
1057,11.484000000000002
1058,11.17296
1059,11.07936
1060,10.98576
1061,10.9548
1062,10.872
1063,10.83744
1064,10.82448
1065,10.72512
1066,10.76832
1067,10.79928
1068,10.74888
1069,10.68624
1070,10.69848
1071,10.71792
1072,10.6848
1073,10.68048
1074,10.71
1075,10.69272
1076,10.79496
1077,10.8684
1078,11.55672
1079,12.24576
1080,12.45024
1081,12.70296
1082,13.251400649999999
1083,13.89056127
1084,13.96823907
1085,14.02503687
1086,14.28519741
1087,14.634637950000002
1088,14.963211090000001
1089,15.2269842
1090,15.73761645
1091,16.197128699999997
1092,16.617521399999998
1093,16.815434099999997
1094,16.9416126
1095,17.2045911
1096,17.209901400000003
1097,17.162651699999998
1098,17.3213361
1099,17.5232205
1100,17.611964249999993
1101,17.610707999999995
1102,17.68229805
1103,17.9612481
1104,18.001872
1105,17.9618559
1106,18.0469674
1107,18.0975189
1108,17.97369135
1109,18.0197838
1110,18.0845319
1111,18.2328
1112,18.256695599999997
1113,18.304351200000003
1114,18.21645525
1115,18.075999300000003
1116,18.166381949999998
1117,18.1034046
1118,17.9882223
1119,18.00192
1120,18.048730650000003
1121,17.7873813
1122,17.511126450000003
1123,17.388231599999997
1124,17.13946575
1125,16.825899900000003
1126,16.1673729
1127,15.932205899999998
1128,15.8161236
1129,15.699321300000001
1130,15.45738081
1131,15.34720029
1132,15.184280130000001
1133,15.16536
1134,14.93136
1135,14.72112
1136,14.68296
1137,14.46408
1138,14.38056
1139,14.28696
1140,14.16744
1141,13.84416
1142,13.356
1143,13.01256
1144,12.91104
1145,12.74184
1146,12.52944
1147,12.34872
1148,12.28752
1149,12.0888
1150,11.98656
1151,11.89152
1152,11.73096
1153,12.1968
1154,11.46456
1155,11.34504
1156,11.196
1157,11.1492
1158,11.034
1159,11.01024
1160,10.908
1161,10.95984
1162,10.85904
1163,10.81944
1164,10.76976
1165,10.78344
1166,10.76544
1167,10.71864
1168,10.74744
1169,10.71576
1170,10.77264
1171,10.78704
1172,10.87776
1173,10.99656
1174,11.52936
1175,12.17232
1176,12.1932
1177,12.16224
1178,12.833642730000001
1179,13.21704546
1180,13.364033130000001
1181,13.6147008
1182,14.07286155
1183,14.333742299999999
1184,14.560983
1185,15.2583837
1186,15.5695206
1187,15.682657500000001
1188,15.91005255
1189,16.285767599999993
1190,16.3066296
1191,16.7983716
1192,16.97873235
1193,17.050373099999998
1194,17.1093084
1195,17.1567237
1196,17.376161850000003
1197,17.4228
1198,17.41704
1199,17.46312
1200,17.437920000000005
1201,17.547360000000005
1202,17.65032
1203,17.7756
1204,17.79288
1205,17.86488
1206,17.874959999999998
1207,17.82024
1208,17.8893771
1209,17.8879542
1210,17.86781685
1211,17.9218395
1212,18.1590435
1213,17.9512875
1214,17.8352304
1215,17.7940533
1216,17.624217599999998
1217,17.5458219
1218,17.5166913
1219,17.2881207
1220,16.9988346
1221,16.791628499999998
1222,16.297869299999995
1223,15.975470099999999
1224,15.770452500000001
1225,15.7915149
1226,15.728742569999998
1227,15.55797024
1228,15.31738512
1229,15.34176
1230,15.4728
1231,15.31512
1232,15.11136
1233,15.068879999999998
1234,14.85936
1235,14.68944
1236,14.43024
1237,14.31216
1238,13.9932
1239,13.9284
1240,13.68432
1241,13.59648
1242,13.25088
1243,13.10976
1244,12.95784
1245,12.80016
1246,12.43512
1247,12.34728
1248,12.16656
1249,10.32552
1250,10.28592
1251,10.20312
1252,9.87336
1253,9.56664
1254,9.53568
1255,9.55944
1256,9.52344
1257,9.47808
1258,9.51768
1259,9.46512
1260,9.42408
1261,9.41688
1262,9.47736
1263,9.44856
1264,9.44208
1265,9.41544
1266,9.40104
1267,9.43056
1268,9.50256
1269,9.52272
1270,10.14048
1271,10.68912
1272,11.00078769
1273,10.96037538
1274,11.71712862
1275,12.039721890000001
1276,12.07541883
1277,12.068635800000001
1278,12.265468199999999
1279,12.4594206
1280,12.7708734
1281,13.1010462
1282,13.31470455
1283,13.4628429
1284,13.79044995
1285,13.987017
1286,14.17288545
1287,14.2413939
1288,14.20031535
1289,14.453716800000002
1290,14.511219450000002
1291,14.5759221
1292,14.623926299999999
1293,14.7532905
1294,14.8568769
1295,14.782623300000001
1296,14.8636788
1297,14.8561743
1298,14.788635900000001
1299,14.824777500000001
1300,14.8050198
1301,14.9760621
1302,14.96126595
1303,14.8795098
1304,14.85739875
1305,14.9216877
1306,14.91279585
1307,14.759184000000001
1308,14.760250200000002
1309,14.7029964
1310,14.77667325
1311,14.7812301
1312,14.68218195
1313,14.7120138
1314,14.6509707
1315,14.542407599999999
1316,14.27879295
1317,14.190138300000001
1318,13.590653999999999
1319,13.341089700000001
1320,13.2834804
1321,13.200671100000001
1322,12.98479284
1323,12.90139458
1324,12.80469729
1325,12.82608
1326,12.78144
1327,12.726
1328,12.6108
1329,12.66624
1330,12.47976
1331,12.24432
1332,12.05208
1333,11.97432
1334,11.82096
1335,11.70936
1336,11.66616
1337,11.61792
1338,11.3976
1339,11.24208
1340,11.11968
1341,11.04552
1342,10.79064
1343,10.63656
1344,10.5552
1345,11.54952
1346,11.17728
1347,10.77336
1348,10.89792
1349,11.09304
1350,11.12544
1351,10.90224
1352,10.8252
1353,10.91664
1354,10.89864
1355,10.84032
1356,10.86696
1357,10.81224
1358,10.78776
1359,10.74888
1360,10.72152
1361,10.76904
1362,10.71576
1363,10.68984
1364,10.41336
1365,10.71504
1366,11.52576
1367,12.1572
1368,12.320625119999999
1369,12.43941021
1370,13.400424540000001
1371,14.09863884
1372,14.12844807
1373,14.2014573
1374,14.422555650000001
1375,14.555094
1376,14.78027385
1377,15.162413700000002
1378,15.2526885
1379,15.6158433
1380,15.63842745
1381,16.0354116
1382,16.45242675
1383,16.491441899999998
1384,16.5395025
1385,16.474523100000003
1386,16.77220245
1387,16.7905218
1388,17.043877499999997
1389,17.0380332
1390,17.084591550000003
1391,17.1369099
1392,17.13057795
1393,16.961526000000003
1394,16.927508250000002
1395,16.9582905
1396,17.04847575
1397,16.960821000000003
1398,17.0295558
1399,17.1378906
1400,17.238869849999997
1401,17.179289100000002
1402,17.0289888
1403,17.1040485
1404,16.9894314
1405,16.987134299999997
1406,16.8888024
1407,16.6817505
1408,16.624903200000006
1409,16.505415900000003
1410,16.49410035
1411,16.5065448
1412,16.13102355
1413,15.760542300000001
1414,15.17893935
1415,15.0314964
1416,14.743967550000002
1417,14.395958700000001
1418,14.09818029
1419,13.94296185
1420,14.080677210000001
1421,14.10031257
1422,13.8105963
1423,13.6548
1424,13.56264
1425,13.33368
1426,13.15224
1427,13.19256
1428,13.142879999999998
1429,12.96936
1430,12.708
1431,12.582
1432,12.48912
1433,12.41208
1434,12.21696
1435,12.18528
1436,12.09168
1437,11.8692
1438,11.57544
1439,11.48112
1440,11.46816
1441,11.448
1442,11.17296
1443,10.98936
1444,10.82664
1445,10.764
1446,10.79712
1447,10.84464
1448,10.78128
1449,10.61712
1450,10.68264
1451,10.60416
1452,10.61568
1453,10.63944
1454,10.53432
1455,10.52352
1456,10.51632
1457,10.53432
1458,10.57032
1459,10.58472
1460,10.5588
1461,10.62936
1462,11.1276
1463,11.62872
1464,11.94335229
1465,12.21838455
1466,12.79859886
1467,13.29889317
1468,13.569772469999998
1469,13.7837718
1470,13.99798605
1471,14.226600299999998
1472,14.37650895
1473,14.9771376
1474,15.400260000000001
1475,15.6736224
1476,15.91955205
1477,16.1748417
1478,16.28908665
1479,16.3622916
1480,16.278495
1481,16.2803784
1482,16.38457755
1483,16.4038167
1484,16.48994835
1485,16.67184
1486,16.782
1487,16.79928
1488,16.87272
1489,16.727999999999998
1490,16.78333545
1491,16.8775509
1492,17.033236650000003
1493,16.973642400000003
1494,17.0648103
1495,17.196298199999998
1496,17.1324291
1497,17.057039999999997
1498,16.882993499999998
1499,17.022867
1500,17.12621475
1501,17.0452425
1502,16.98755085
1503,16.9435392
1504,16.95690825
1505,16.6844373
1506,16.539657
1507,16.3574367
1508,16.143198
1509,15.807279300000001
1510,15.563979
1511,15.255158699999999
1512,15.16503735
1513,14.994276000000003
1514,14.62751349
1515,14.46307098
1516,14.467585199999998
1517,14.495859450000001
1518,14.19628971
1519,14.0472
1520,13.83552
1521,13.66416
1522,13.60944
1523,13.64472
1524,13.50576
1525,13.32792
1526,13.04496
1527,12.99672
1528,12.98304
1529,12.80808
1530,12.59712
1531,12.62016
1532,12.53088
1533,12.21768
1534,11.95632
1535,11.81808
1536,11.81592
1537,11.41488
1538,11.18664
1539,10.98864
1540,10.75464
1541,10.71432
1542,10.67112
1543,10.7244
1544,10.7964
1545,10.63152
1546,10.60848
1547,10.6704
1548,10.7964
1549,10.64304
1550,10.56168
1551,10.64736
1552,10.72152
1553,10.61352
1554,10.56312
1555,10.57824
1556,10.58328
1557,10.6668
1558,11.1996
1559,11.90232
1560,12.32135244
1561,12.490544909999999
1562,13.26375723
1563,13.74176958
1564,13.850583089999999
1565,13.8773166
1566,14.029059
1567,14.1793614
1568,14.2984209
1569,14.5262004
1570,14.743484850000002
1571,15.083169299999998
1572,15.239216850000002
1573,15.4046244
1574,15.528839700000002
1575,15.609135
1576,15.71647815
1577,15.8706213
1578,16.06303785
1579,16.0876944
1580,16.17590985
1581,16.340445300000003
1582,16.425730650000002
1583,16.441896
1584,16.51050825
1585,16.2990405
1586,16.29680025
1587,16.35792
1588,16.40832
1589,16.2672
1590,16.3212
1591,16.51344
1592,16.547279999999997
1593,16.321920000000006
1594,16.22219715
1595,16.1699943
1596,16.131828749999997
1597,16.195903200000004
1598,16.11772695
1599,15.9905907
1600,16.0197408
1601,15.923610899999998
1602,15.834138750000006
1603,15.766986600000001
1604,15.37830915
1605,15.0594717
1606,14.681375099999999
1607,14.4213585
1608,14.3410653
1609,14.3234121
1610,13.888675230000002
1611,13.65769839
1612,13.662390629999999
1613,13.482042869999999
1614,13.507221419999999
1615,13.4028
1616,13.24296
1617,13.27536
1618,13.06584
1619,12.9672
1620,12.84264
1621,12.81456
1622,12.58848
1623,12.4704
1624,12.40704
1625,12.35016
1626,12.07512
1627,11.96712
1628,11.87424
1629,11.69856
1630,11.35584
1631,11.26584
1632,11.14272
1633,10.53936
1634,10.19952
1635,10.00008
1636,9.91224
1637,9.89856
1638,9.86472
1639,9.828
1640,9.85608
1641,9.7776
1642,9.80856
1643,9.83448
1644,9.79344
1645,9.72216
1646,9.70128
1647,9.738
1648,9.76536
1649,9.7308
1650,9.74088
1651,9.70344
1652,9.72
1653,9.82944
1654,10.30464
1655,11.03472
1656,11.4696
1657,11.64888
1658,12.38746596
1659,12.77829192
1660,12.90308211
1661,12.9558723
1662,13.1549346
1663,13.374156899999997
1664,13.5279234
1665,13.6737699
1666,13.930707150000002
1667,14.3366844
1668,14.4522525
1669,14.6160606
1670,14.76565995
1671,14.9800593
1672,15.1181796
1673,15.3009399
1674,15.3820332
1675,15.294646499999999
1676,15.3198168
1677,15.4853871
1678,15.4643013
1679,15.4064955
1680,15.383607750000001
1681,15.435599999999999
1682,15.519120000000001
1683,15.406799999999999
1684,15.429120000000001
1685,15.496079999999997
1686,15.475919999999999
1687,15.448559999999999
1688,15.515519999999999
1689,15.527759999999999
1690,15.7525272
1691,16.537454399999998
